,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.31,0.5,0.51,0.37,0.45,0.46,0.4,0.39,0.35,0.41,0.47,0.52,0.39,0.45,0.38
encog-cs.csv,0.55,0.5,0.96,0.48,0.54,0.68,0.38,0.5,0.62,0.53,0.72,0.5,0.7,0.47,0.36
extprosys.csv,0.32,0.48,0.76,0.41,0.37,0.35,0.43,0.54,0.39,0.42,0.56,0.43,0.4,0.48,0.37
ibatisdb.csv,0.8,0.89,0.92,0.94,0.89,0.88,0.91,0.89,0.94,0.75,0.99,0.67,0.97,0.77,0.8
intact.csv,0.62,0.35,0.93,0.54,0.69,0.75,0.83,0.84,0.52,0.58,0.62,0.93,0.57,0.96,0.89
japano.csv,0.31,0.44,0.47,0.41,0.38,0.37,0.67,0.49,0.36,0.4,0.45,0.4,0.39,0.43,0.35
lockss.csv,0.67,0.8,0.89,0.0,0.8,0.88,0.75,0.92,0.88,0.95,1.0,0.8,0.96,0.9,0.0
ofbiz.csv,0.57,0.39,0.6,0.46,0.95,0.52,0.58,0.47,0.62,0.67,0.43,0.83,0.44,0.57,0.44
officefloor.csv,0.9,0.91,0.82,0.45,0.91,0.95,0.45,0.56,0.0,0.89,0.98,0.61,0.67,0.5,0.42
opennms.csv,0.95,0.69,0.74,0.73,0.75,0.92,0.44,0.92,0.96,0.93,0.99,0.81,0.98,0.92,0.8
rohxel.csv,0.33,0.44,0.47,0.39,0.42,0.4,0.44,0.5,0.41,0.42,0.5,0.49,0.44,0.47,0.45
roolo.csv,0.93,0.9,0.95,0.91,0.94,0.84,0.88,0.96,0.98,0.94,0.91,0.84,0.95,0.86,0.8
sevenupdate.csv,0.32,0.47,0.47,0.35,0.35,0.33,0.46,0.48,0.41,0.66,0.46,0.51,0.4,0.42,0.44
web-cat.csv,0.51,0.74,0.72,0.67,0.58,0.72,0.6,0.87,0.91,0.93,0.68,0.62,0.75,0.75,0.61
