,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,70.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,14.0,5.0,264.0,1.0,6.0,9.0,0.0
encog-cs.csv,104.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,14.0,267.0,0.0,1.0,17.0,1.0
extprosys.csv,77.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,308.0,0.0,2.0,17.0,1.0
ibatisdb.csv,104.0,0.0,186.0,1.0,4.0,1.0,1.0,0.0,5.0,21.0,18.0,0.0,4.0,0.0,1.0
intact.csv,104.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,13.0,4.0,78.0,6.0,6.0,13.0,0.0
japano.csv,77.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,15.0,6.0,316.0,2.0,2.0,17.0,1.0
lockss.csv,1.0,0.0,3.0,116.0,3.0,2.0,3.0,0.0,0.0,0.0,308.0,4.0,0.0,5.0,0.0
ofbiz.csv,104.0,0.0,10.0,1.0,4.0,13.0,0.0,0.0,2.0,6.0,60.0,5.0,0.0,8.0,1.0
officefloor.csv,104.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,183.0,0.0,2.0,0.0,2.0,17.0,1.0
opennms.csv,104.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,58.0,0.0,1.0,14.0,0.0
rohxel.csv,69.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,13.0,13.0,316.0,0.0,2.0,12.0,2.0
roolo.csv,104.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,13.0,2.0,293.0,0.0,2.0,17.0,3.0
sevenupdate.csv,104.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,14.0,323.0,0.0,2.0,17.0,1.0
web-cat.csv,104.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,11.0,183.0,0.0,1.0,13.0,0.0
