,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,1.0,0.8,0.75,1.0,0.64,0.6,0.72,0.56,0.94,0.95,0.97,0.3,0.87,0.89,0.58
encog-cs.csv,0.0,0.57,0.15,0.72,0.54,0.3,0.92,0.93,0.92,0.5,0.53,0.9,0.34,0.94,0.95
extprosys.csv,1.0,0.78,0.91,0.85,0.96,0.93,0.85,0.86,0.89,0.91,0.55,0.9,0.9,0.83,0.89
ibatisdb.csv,0.0,0.16,0.0,0.13,0.18,0.23,0.18,0.26,0.12,0.32,0.18,0.2,0.11,0.94,0.32
intact.csv,0.0,0.49,0.11,0.45,0.46,0.93,0.1,0.34,0.5,0.55,0.55,0.2,0.42,0.14,0.21
japano.csv,1.0,0.98,0.81,0.67,0.89,0.9,0.54,1.0,0.95,0.95,0.97,0.8,0.94,0.94,0.74
lockss.csv,1.0,0.08,0.06,0.0,0.04,0.1,0.03,0.08,0.11,0.91,0.11,0.05,0.09,0.06,0.05
ofbiz.csv,0.0,0.51,0.51,0.5,0.18,0.37,0.46,0.35,0.47,0.32,0.79,0.05,0.99,0.36,0.47
officefloor.csv,0.0,0.22,0.47,0.76,0.11,0.2,0.74,0.85,0.0,0.09,0.92,0.75,0.0,0.86,0.84
opennms.csv,0.0,0.49,0.47,0.28,0.96,0.17,0.56,0.1,0.18,0.23,0.13,0.3,0.15,0.14,0.11
rohxel.csv,1.0,0.86,1.0,0.86,0.71,0.8,1.0,0.95,0.7,0.73,0.97,0.6,0.78,0.92,0.58
roolo.csv,0.0,0.18,0.11,0.11,0.14,0.23,0.18,0.21,0.18,0.27,0.26,0.95,0.18,0.17,0.11
sevenupdate.csv,0.0,1.0,0.98,1.0,1.0,1.0,0.72,0.98,0.77,0.32,0.97,0.9,0.93,0.97,0.68
web-cat.csv,0.0,0.37,0.32,0.4,0.39,0.3,0.44,0.49,0.29,0.27,0.45,0.5,0.31,0.08,0.95
