,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.01,0.89,0.29,1.0,0.29,0.33,0.8,0.91,0.35,0.2,0.03,0.26,0.68,0.31,0.34
encog-cs.csv,0.0,0.88,0.3,0.88,0.28,0.26,0.77,0.93,0.95,0.17,0.03,0.39,0.61,0.27,0.41
extprosys.csv,0.01,0.86,0.94,0.88,0.28,0.29,0.79,0.93,0.36,0.19,0.02,0.34,0.67,0.24,0.4
ibatisdb.csv,0.0,0.89,0.0,0.76,0.26,0.29,0.64,0.94,0.5,0.22,0.09,0.22,0.73,0.97,0.6
intact.csv,0.0,0.92,0.4,0.96,0.36,1.0,0.67,1.0,0.31,0.18,0.04,0.29,0.74,0.19,0.44
japano.csv,0.01,0.89,0.37,0.88,0.26,0.3,0.88,1.0,0.35,0.2,0.03,0.31,0.68,0.26,0.35
lockss.csv,0.33,0.8,0.33,0.0,0.2,0.38,0.25,0.83,0.88,1.0,0.01,0.2,0.72,0.2,1.0
ofbiz.csv,0.0,0.89,0.26,0.91,0.26,0.25,0.75,0.94,0.41,0.21,0.05,0.17,1.0,0.27,0.36
officefloor.csv,0.0,1.0,0.27,0.88,0.27,0.29,0.76,0.94,0.0,0.22,0.85,0.39,0.33,0.26,0.42
opennms.csv,0.0,0.92,0.32,0.88,0.96,0.42,0.81,1.0,0.52,0.36,0.06,0.38,0.73,0.19,0.4
rohxel.csv,0.01,0.88,0.3,0.89,0.25,0.29,1.0,0.94,0.35,0.23,0.03,0.31,0.68,0.29,0.38
roolo.csv,0.0,0.9,0.3,1.0,0.24,0.28,0.88,0.96,0.28,0.35,0.02,1.0,0.61,0.16,0.4
sevenupdate.csv,0.0,1.0,0.28,0.88,0.27,0.29,0.72,0.93,0.34,0.2,0.03,0.4,0.69,0.25,0.36
web-cat.csv,0.0,0.95,0.28,0.85,0.22,0.25,0.68,0.97,0.43,0.21,0.03,0.31,0.57,0.05,1.0
