,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.88,0.83,0.72,0.0,0.57,0.49,0.64,0.78,0.96,0.89,0.86,0.46,0.85,0.69,0.68
encog-cs.csv,0.53,0.67,0.14,0.71,0.51,0.34,1.0,1.0,0.03,0.58,0.55,0.76,0.45,0.86,0.84
extprosys.csv,0.94,1.0,0.02,0.86,0.92,0.95,0.82,0.89,0.89,0.92,0.77,0.95,0.93,0.9,0.84
ibatisdb.csv,0.05,0.17,0.1,0.29,0.18,0.23,0.36,0.22,0.07,0.27,0.05,0.38,0.08,0.01,0.13
intact.csv,0.4,0.33,0.07,0.14,0.3,0.0,0.18,0.0,0.61,0.58,0.35,0.27,0.3,0.2,0.16
japano.csv,0.95,1.0,0.55,0.64,0.92,0.85,0.27,0.0,0.97,0.92,0.96,0.97,0.9,0.93,0.84
lockss.csv,0.02,0.17,0.04,0.0,0.05,0.07,0.27,0.22,0.01,0.0,0.3,0.11,0.07,0.08,0.0
ofbiz.csv,0.38,0.5,0.56,0.36,0.18,0.45,0.55,0.33,0.38,0.28,0.45,0.14,0.0,0.34,0.52
officefloor.csv,0.1,0.0,0.51,0.79,0.1,0.21,0.82,0.78,0.01,0.08,0.0,0.62,0.02,0.84,0.71
opennms.csv,0.21,0.33,0.39,0.29,0.01,0.1,0.45,0.0,0.09,0.1,0.06,0.27,0.11,0.2,0.1
rohxel.csv,0.88,1.0,0.9,0.79,0.78,0.82,0.0,0.78,0.73,0.6,0.88,0.73,0.76,0.76,0.58
roolo.csv,0.13,0.17,0.1,0.0,0.17,0.25,0.09,0.11,0.26,0.12,0.42,0.0,0.24,0.3,0.1
sevenupdate.csv,0.97,0.0,1.0,1.0,0.96,1.0,1.0,1.0,0.85,0.3,0.97,0.73,0.87,0.99,0.74
web-cat.csv,0.51,0.17,0.32,0.5,0.51,0.37,0.73,0.22,0.21,0.25,0.4,0.59,0.48,0.54,0.0
