,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.13,0.96,0.05,0.0,0.15,0.53,0.0,0.46,0.41,0.47,0.21,0.09,0.49,0.15,0.3,0.09,0.32
baadengine.csv,0.76,0.23,0.31,0.56,0.52,0.48,0.0,0.37,0.2,0.68,0.5,0.09,0.09,0.52,0.0,0.0,0.66
bibedt.csv,0.25,0.43,0.0,0.86,0.5,0.59,0.73,0.37,0.59,0.35,0.7,0.52,0.63,0.43,0.57,0.45,0.65
exl.csv,0.32,0.48,0.0,0.61,0.65,0.48,0.56,0.55,0.6,0.4,0.61,0.0,0.58,0.28,0.36,0.25,0.76
gdis.csv,0.67,0.23,0.57,0.0,0.62,0.52,0.52,0.5,0.59,0.0,0.46,0.8,0.53,0.6,0.87,0.59,0.73
gogoego.csv,0.21,0.0,0.21,0.93,0.6,0.47,0.77,0.52,0.43,0.63,0.49,0.53,0.59,0.69,0.75,0.25,0.64
httpcontentparser.csv,0.27,0.23,0.34,0.0,0.58,0.05,0.09,0.54,0.45,0.24,0.76,0.43,0.52,0.15,0.0,0.42,0.43
jaxlib.csv,0.33,0.23,0.19,0.0,0.58,0.58,0.52,0.61,0.21,0.55,0.64,0.99,0.54,0.53,0.35,0.38,0.79
jgameai.csv,0.3,0.79,0.02,0.0,0.18,0.57,0.33,0.13,0.07,0.24,0.06,0.53,0.23,0.0,0.28,0.04,0.0
jhotdraw.csv,0.45,0.41,0.58,0.51,0.13,0.42,0.0,0.13,0.6,0.4,0.46,0.49,0.44,0.37,0.33,0.28,0.55
loki-lib.csv,0.49,0.43,0.37,0.6,0.57,0.42,0.17,0.5,0.53,0.7,0.55,0.48,0.33,0.29,0.75,0.73,0.42
patterntesting.csv,0.3,0.2,0.0,0.13,0.61,0.13,0.63,0.17,0.42,0.66,0.17,0.17,0.61,0.35,0.68,0.62,0.47
pokeglobal.csv,0.65,0.47,0.0,0.91,0.71,0.55,0.0,0.68,0.17,0.71,0.56,0.43,0.36,0.43,0.0,0.53,0.44
werx.csv,0.05,0.47,0.97,0.0,0.13,0.0,0.0,0.24,0.0,0.0,0.05,0.09,0.0,0.09,0.0,0.09,0.45
xbg.csv,0.59,0.24,0.01,0.0,0.02,0.0,0.23,0.13,0.02,0.33,0.27,0.0,0.42,0.85,0.17,0.31,0.14
zealos.csv,0.26,0.45,0.25,0.0,0.09,0.27,0.7,0.19,0.3,0.31,0.12,0.0,0.0,0.0,0.37,0.17,0.02
