,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.67,0.29,1.0,0.0,0.71,0.41,0.0,0.28,0.2,0.57,0.11,0.04,0.19,0.25,0.82,0.38,0.62
baadengine.csv,0.93,0.06,0.97,0.01,0.71,0.32,0.31,0.26,0.17,0.47,0.12,0.04,0.2,0.17,0.81,0.39,0.81
bibedt.csv,0.97,0.08,0.94,0.02,0.73,0.32,0.45,0.3,0.2,1.0,0.21,0.06,0.4,0.27,0.91,0.5,0.82
exl.csv,0.82,0.06,0.98,0.01,0.65,0.32,0.47,0.26,0.2,0.38,0.18,0.0,0.23,0.07,0.79,0.46,0.89
gdis.csv,0.82,0.03,0.98,0.0,0.63,0.36,0.35,0.24,0.2,0.39,0.1,0.07,0.31,0.17,0.98,0.43,0.83
gogoego.csv,0.82,0.0,0.95,0.04,0.65,0.25,0.47,0.35,0.19,0.44,0.19,0.07,0.25,0.18,0.9,0.75,0.96
httpcontentparser.csv,0.66,0.03,0.97,0.0,0.65,0.12,1.0,0.28,0.19,0.86,0.29,0.03,0.23,0.33,0.0,0.5,0.84
jaxlib.csv,0.85,0.04,0.97,0.0,0.6,0.35,0.58,0.3,0.26,0.39,0.16,0.5,0.36,0.2,1.0,0.48,0.86
jgameai.csv,0.63,0.21,1.0,0.0,0.86,0.42,0.18,0.21,0.14,0.6,0.02,0.06,0.14,0.0,0.65,1.0,0.0
jhotdraw.csv,0.73,0.05,0.98,0.01,0.58,0.29,0.0,0.22,0.44,0.28,0.09,0.04,0.24,0.08,0.68,0.44,0.77
loki-lib.csv,0.94,0.07,0.98,0.01,0.73,0.36,0.32,0.27,0.19,0.49,0.13,0.03,0.13,0.11,0.88,0.7,0.94
patterntesting.csv,0.76,0.06,0.98,0.01,0.65,0.3,0.36,0.24,0.19,0.73,0.11,0.04,0.23,0.11,0.86,0.42,0.78
pokeglobal.csv,0.8,0.06,0.98,0.03,0.75,0.31,0.31,0.33,0.18,0.58,0.11,0.03,0.21,0.23,0.8,0.43,0.76
werx.csv,0.75,0.08,1.0,0.01,0.59,0.29,0.31,0.23,0.18,0.38,0.1,0.04,0.2,0.13,0.81,0.39,0.7
xbg.csv,0.79,0.09,1.0,0.0,0.17,0.0,0.23,0.35,0.04,0.3,0.05,0.0,0.18,0.35,0.73,0.28,0.45
zealos.csv,0.87,0.25,1.0,0.0,1.0,0.55,0.51,0.31,0.38,0.62,0.17,0.0,0.0,0.0,0.95,0.44,1.0
