,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.77,0.69,0.62,0.25,0.57
dynalloy.csv,0.83,0.69,0.19,0.88,0.75
findbugs.csv,0.96,0.62,0.94,0.62,0.57
runuomondains.csv,0.5,0.83,0.56,0.88,0.39
xbplayer.csv,0.44,0.67,0.75,0.62,0.43
