,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.46,0.11,0.68,0.48,0.52,0.42,0.52,0.5,0.37,0.76,0.2,0.54,0.7
freewrl.csv,0.54,0.45,0.62,0.64,0.56,0.0,0.54,0.42,0.74,0.46,0.24,0.54,0.57
fulguro.csv,0.29,0.42,0.21,0.1,0.3,0.29,0.12,0.19,0.07,0.08,0.0,0.0,0.34
google-web-toolkit.csv,0.12,0.71,0.77,0.48,0.38,0.46,0.0,0.26,0.37,0.38,0.15,0.28,0.24
jcache.csv,0.62,0.95,0.63,0.33,0.59,0.29,0.56,0.47,0.6,0.24,0.0,0.29,0.34
jstock.csv,0.12,0.13,0.07,0.05,0.29,0.17,0.21,0.2,0.0,0.07,0.0,0.32,0.14
mimosa.csv,0.75,0.85,0.58,0.0,0.65,0.08,0.59,0.76,0.58,0.64,0.22,0.67,0.58
miranda.csv,0.38,0.45,0.52,0.1,0.52,0.0,0.37,0.43,0.12,0.3,0.15,0.78,0.0
ns-3-dev-def-routing.csv,0.29,0.76,0.69,0.31,0.47,0.29,0.18,0.0,0.09,0.59,0.05,0.59,0.32
ossbuild.csv,0.17,0.38,0.02,0.12,0.28,0.42,0.22,0.54,0.09,0.16,0.02,0.77,0.37
qtractor.csv,0.0,0.45,0.67,0.07,0.51,0.46,0.42,0.41,0.14,0.19,0.07,0.72,0.45
quarkplayer.csv,0.62,0.44,0.0,0.02,0.0,0.67,0.28,0.46,0.79,0.7,0.71,0.22,0.18
synergyspace.csv,0.08,0.24,0.25,0.02,0.05,0.12,0.19,0.17,0.16,0.0,0.07,0.0,0.01
