,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.4,0.54,0.38,0.58,0.47,0.43,0.53,0.45,0.55,0.52,0.56,0.52,0.37
freewrl.csv,0.42,0.41,0.42,0.36,0.42,0.41,0.42,0.45,0.3,0.44,0.39,0.5,0.33
fulguro.csv,0.83,0.98,0.99,0.88,0.92,0.79,0.97,0.98,0.75,0.91,0.67,0.91,0.99
google-web-toolkit.csv,0.88,0.47,0.4,0.53,0.74,0.43,0.51,0.77,0.48,0.72,0.39,0.85,0.9
jcache.csv,0.47,0.46,0.6,0.43,0.53,0.47,0.41,0.57,0.35,0.69,0.44,0.58,0.43
jstock.csv,0.64,0.95,0.94,0.83,0.71,0.83,0.9,0.72,0.77,0.9,0.8,0.77,0.94
mimosa.csv,0.43,0.45,0.56,0.55,0.53,0.88,0.42,0.44,0.45,0.45,0.43,0.47,0.41
miranda.csv,0.43,0.47,0.49,0.68,0.44,0.0,0.53,0.5,0.83,0.56,0.53,0.42,0.4
ns-3-dev-def-routing.csv,0.64,0.57,0.57,0.73,0.71,0.55,0.96,0.63,0.86,0.68,0.92,0.67,0.58
ossbuild.csv,0.61,0.66,0.97,0.78,0.9,0.6,0.76,0.59,0.83,0.96,0.89,0.46,0.51
qtractor.csv,0.5,0.62,0.48,0.7,0.5,0.42,0.59,0.5,0.75,0.68,0.53,0.45,0.41
quarkplayer.csv,0.84,0.62,0.0,0.5,0.91,0.48,0.86,0.79,0.42,0.62,0.89,0.95,0.98
synergyspace.csv,0.67,0.97,0.98,0.86,0.89,0.75,0.97,0.96,0.88,0.92,0.86,0.0,0.5
