,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.56,0.11,0.86,0.97,1.05,0.72,0.75,0.71,0.79,0.91,0.73,0.65,0.76
freewrl.csv,0.76,0.6,0.97,0.72,0.67,0.0,0.67,0.59,0.76,0.74,0.3,0.91,0.62
fulguro.csv,0.67,0.86,0.38,0.9,0.79,0.8,0.94,0.76,0.93,0.89,0.91,0.0,0.94
google-web-toolkit.csv,0.83,0.76,0.83,0.67,0.59,0.72,0.0,0.76,0.48,0.79,0.25,0.69,0.75
jcache.csv,0.67,0.96,0.64,0.34,0.75,0.63,0.63,0.61,0.62,0.84,0.0,0.78,0.55
jstock.csv,0.62,0.85,0.91,0.9,0.78,0.94,0.83,0.72,0.0,0.89,0.85,0.63,0.79
mimosa.csv,0.76,0.88,0.83,0.0,0.71,0.78,0.68,0.78,0.79,0.67,0.32,0.7,0.66
miranda.csv,0.49,0.62,0.89,0.61,0.69,1.0,0.77,0.62,0.93,0.83,0.63,0.81,0.0
ns-3-dev-def-routing.csv,0.55,0.83,0.76,0.63,0.65,0.53,0.77,0.01,0.77,0.85,0.71,0.87,0.63
ossbuild.csv,0.53,0.71,0.13,0.67,0.39,0.76,0.75,0.61,0.85,0.71,0.77,0.85,0.57
qtractor.csv,0.0,0.77,0.72,0.48,0.63,0.69,0.72,0.57,0.56,0.79,0.53,0.77,0.56
quarkplayer.csv,1.06,0.66,1.0,0.97,0.0,0.76,0.77,0.82,0.96,0.78,1.04,0.67,0.92
synergyspace.csv,0.97,0.84,0.97,0.84,0.91,0.97,0.84,0.94,0.94,0.04,0.89,0.91,1.0
