,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.63,0.93,0.09,0.23,0.01,0.52,0.55,0.39,0.2,0.15,0.56,0.14,0.66
freewrl.csv,0.5,0.68,0.06,0.49,0.07,1.0,0.61,0.48,0.26,0.19,0.74,0.07,0.72
fulguro.csv,0.61,0.49,0.32,0.5,0.06,0.5,0.45,0.48,0.25,0.27,1.0,1.0,0.42
google-web-toolkit.csv,0.62,0.62,0.12,0.5,0.09,0.52,1.0,0.41,0.36,0.17,0.82,0.15,0.7
jcache.csv,0.58,0.59,0.17,0.71,0.06,0.63,0.64,0.45,0.3,0.17,1.0,0.12,0.76
jstock.csv,0.79,0.67,0.17,0.67,0.06,0.33,0.57,0.5,1.0,0.3,1.0,0.17,0.76
mimosa.csv,0.57,0.6,0.09,1.0,0.07,0.75,0.61,0.42,0.19,0.25,0.74,0.15,0.69
miranda.csv,0.68,0.67,0.07,0.79,0.07,0.0,0.55,0.46,0.17,0.17,0.68,0.13,1.0
ns-3-dev-def-routing.csv,0.68,0.59,0.13,0.57,0.08,0.68,0.66,1.0,0.43,0.14,0.83,0.08,0.74
ossbuild.csv,0.78,0.62,0.88,0.72,0.15,0.5,0.65,0.47,0.33,0.33,0.89,0.1,0.75
qtractor.csv,1.0,0.57,0.14,0.87,0.08,0.54,0.58,0.49,0.5,0.24,0.84,0.12,0.74
quarkplayer.csv,0.21,0.65,0.0,0.5,1.0,0.52,0.59,0.31,0.15,0.2,0.22,0.19,0.51
synergyspace.csv,0.33,0.57,0.04,0.86,0.11,0.25,0.58,0.22,0.12,1.0,0.57,1.0,0.5
