,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.36,0.38,0.23,0.64,0.53,0.65,1.0,0.31,0.25,0.22,0.07,0.18,0.21,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hydrate.csv,0.27,0.21,0.4,0.06,0.33,0.18,0.19,0.2,0.41,0.27,0.32,0.26,1.0,0.3
ivef-sdk.csv,0.79,0.74,0.42,0.8,0.29,1.0,0.29,0.0,0.43,0.59,0.0,0.57,0.06,0.24
jmri.csv,0.71,0.76,0.97,0.43,0.45,0.14,0.31,0.16,0.36,0.5,0.29,0.38,0.49,0.25
jython.csv,0.57,0.47,0.56,0.72,0.44,0.95,0.47,0.98,0.37,0.61,0.21,0.7,0.53,0.11
kdenlive.csv,0.99,0.71,0.55,0.33,0.34,0.66,0.13,0.2,0.5,0.58,0.22,0.73,0.75,0.18
opentibia.csv,0.81,1.0,0.37,0.75,0.3,0.91,0.52,0.22,0.44,0.42,0.24,0.69,0.62,0.0
projectfactory.csv,0.44,0.49,0.44,0.38,0.31,0.1,0.25,0.44,0.42,0.99,0.12,0.55,0.7,0.0
runuomondains.csv,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.42,0.0,0.0,1.0,0.05,0.36,0.0
somap.csv,0.78,0.93,0.63,0.75,0.51,0.82,0.65,0.23,0.41,0.64,0.21,1.0,0.78,0.16
taverna.csv,0.56,0.58,0.2,0.77,0.98,0.65,0.14,0.04,0.36,0.45,0.17,0.24,0.25,0.24
unbvision.csv,0.63,0.75,0.48,0.53,0.53,0.07,0.25,0.45,0.98,0.58,0.24,0.57,0.68,0.16
x-ray-mule.csv,0.6,0.49,0.24,1.0,0.26,0.0,0.21,0.15,0.32,0.47,0.24,0.38,0.21,0.29
