,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.31,0.28,0.2,0.6,0.49,0.54,1.0,0.22,0.36,0.16,0.14,0.12,0.15,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hydrate.csv,0.18,0.14,0.36,0.04,0.3,0.12,0.14,0.09,0.5,0.21,0.77,0.18,1.0,0.76
ivef-sdk.csv,0.61,0.62,0.39,0.62,0.35,1.0,0.29,0.0,0.58,0.62,0.0,0.4,0.04,0.73
jmri.csv,0.29,0.61,0.97,0.38,0.56,0.11,0.3,0.17,0.37,0.48,0.62,0.28,0.42,0.74
jython.csv,0.51,0.35,0.58,0.64,0.56,0.94,0.47,0.96,0.47,0.63,0.57,0.0,0.47,0.4
kdenlive.csv,0.98,0.58,0.57,0.27,0.4,0.56,0.11,0.05,0.71,0.58,0.57,0.4,0.7,0.43
opentibia.csv,0.65,1.0,0.36,0.0,0.38,0.89,0.46,0.09,0.58,0.4,0.6,0.49,0.56,0.0
projectfactory.csv,0.37,0.38,0.42,0.31,0.36,0.07,0.24,0.5,0.58,1.0,0.28,0.31,0.62,0.0
runuomondains.csv,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.37,0.0,0.0,1.0,0.04,0.28,0.0
somap.csv,0.0,0.0,0.05,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09
taverna.csv,0.5,0.46,0.15,0.73,0.97,0.54,0.11,0.15,0.46,0.4,0.29,0.17,0.18,0.45
unbvision.csv,0.57,0.61,0.49,0.48,0.65,0.05,0.24,0.77,0.98,0.6,0.6,0.45,0.63,0.53
x-ray-mule.csv,0.54,0.38,0.2,1.0,0.26,0.0,0.18,0.11,0.49,0.47,0.29,0.28,0.15,0.45
