,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.73,0.68,0.09,0.88,0.92,1.02
foursquared.csv,0.86,0.89,1.0,0.25,1.0,1.02
ifmo-game-1.csv,0.29,1.01,0.69,0.68,0.94,0.32
micomt.csv,0.8,0.7,0.86,0.98,0.27,0.86
voms.csv,0.76,0.2,0.85,0.38,0.62,0.73
