,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.93,0.75,0.89,0.67,0.5,0.87
foursquared.csv,0.8,0.8,0.8,0.45,0.0,0.81
ifmo-game-1.csv,0.72,0.89,0.92,0.93,0.91,0.59
micomt.csv,0.49,0.83,0.36,0.32,0.89,0.41
voms.csv,0.65,0.74,0.31,0.45,0.83,0.42
