,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.59,0.52,0.45,0.6,0.71,0.52,0.39,0.46,0.46,0.79,0.45,0.28,0.63,0.51
chrysalis.csv,0.59,0.71,0.8,0.96,0.67,0.88,0.67,0.64,0.8,0.89,0.62,0.81,0.42,0.88
etics.csv,0.69,0.63,0.5,0.66,0.52,0.86,0.67,0.62,0.7,0.89,0.48,0.83,0.59,0.65
flexpay.csv,0.54,0.42,0.0,0.42,0.41,0.64,0.54,0.44,0.99,0.45,0.69,0.5,0.46,0.51
ifmo-game-1.csv,0.5,0.95,0.92,0.86,0.75,0.86,0.0,0.75,0.99,0.5,0.67,0.29,0.95,0.92
jcl.csv,0.0,0.5,0.8,0.75,0.39,0.89,0.67,0.5,0.94,0.67,0.94,0.0,0.92,0.67
linuxsh.csv,0.46,0.46,0.91,0.43,0.36,0.46,0.41,0.45,0.69,0.4,0.43,0.34,0.55,0.49
mvdsv.csv,0.0,0.0,0.5,0.5,0.89,0.0,0.83,0.67,0.0,0.0,0.8,0.0,0.93,0.0
openmeetings.csv,0.68,0.77,0.76,0.95,0.6,0.49,0.56,0.5,0.62,0.88,0.48,0.27,0.41,0.64
plato.csv,0.4,0.42,0.66,0.45,0.43,0.54,0.38,0.45,0.48,0.4,0.49,0.66,0.43,0.54
projecteqemu.csv,0.75,0.93,0.88,0.91,0.8,0.92,0.59,0.8,0.99,0.86,0.59,0.41,0.46,0.9
scite-ru.csv,0.42,0.44,0.59,0.47,0.61,0.59,0.49,0.58,0.42,0.59,0.43,0.26,0.37,0.62
uclmda.csv,0.0,0.86,0.86,0.8,0.0,0.5,0.86,0.75,0.72,0.0,0.0,0.26,0.94,0.86
vrjuggler.csv,0.0,0.9,0.93,0.72,0.75,0.83,0.0,0.74,0.99,0.9,0.72,0.91,0.92,0.97
