,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.4,0.99,0.27,0.52,0.38,0.12,0.17,0.62,0.26,0.27,0.38,0.94,0.08,0.33
chrysalis.csv,0.31,0.44,0.13,0.21,0.33,0.13,0.0,0.63,0.27,0.08,0.56,0.38,0.34,0.96
etics.csv,1.0,0.46,0.15,0.31,0.36,0.1,0.38,0.48,0.34,0.23,0.7,0.04,0.3,0.35
flexpay.csv,0.19,0.62,0.0,0.22,0.34,0.11,0.28,0.89,0.93,0.39,0.25,0.0,0.23,0.21
ifmo-game-1.csv,0.0,0.16,0.25,0.0,0.08,1.0,0.0,0.04,0.07,0.0,0.15,0.9,0.06,0.0
jcl.csv,0.0,0.0,0.25,0.31,0.36,0.12,0.0,0.09,0.17,0.11,0.15,0.0,0.92,0.13
linuxsh.csv,0.34,0.54,1.0,0.23,0.4,0.16,0.22,0.86,0.25,0.38,0.58,0.84,0.26,0.25
mvdsv.csv,0.0,0.0,0.0,0.08,0.13,0.0,1.0,0.09,0.0,0.0,0.2,0.0,0.21,0.0
openmeetings.csv,0.5,0.37,0.21,0.98,0.29,0.22,0.39,0.69,0.25,0.19,0.55,0.96,0.29,0.38
plato.csv,0.4,0.62,0.1,0.14,0.39,0.16,0.23,1.0,0.26,0.34,0.46,0.51,0.19,0.26
projecteqemu.csv,0.48,0.21,0.42,0.44,0.23,0.21,0.35,0.17,0.25,0.09,0.97,0.68,0.27,0.22
scite-ru.csv,0.48,0.64,0.29,0.26,0.86,0.2,0.17,0.75,0.29,0.23,0.65,0.98,0.22,0.25
uclmda.csv,0.0,0.34,0.32,0.08,0.09,0.0,0.0,0.09,0.19,0.0,0.0,1.0,0.13,0.06
vrjuggler.csv,0.0,0.36,0.16,0.22,0.29,0.0,0.0,0.58,0.16,0.77,0.46,0.11,0.21,0.0
