,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.6,0.01,0.67,0.33,0.67,0.76,0.68,0.8,0.76,0.73,0.81,0.51,0.96,0.59
chrysalis.csv,0.75,0.69,0.91,0.79,0.72,0.86,1.0,0.71,0.73,0.95,0.57,0.91,0.44,0.07
etics.csv,0.0,0.74,0.91,0.56,0.68,0.87,0.38,0.71,0.59,0.79,0.39,1.1,0.51,0.58
flexpay.csv,1.02,0.9,1.0,0.93,0.96,0.81,0.49,1.0,0.11,0.71,0.96,1.05,0.74,0.96
ifmo-game-1.csv,1.0,0.91,0.75,1.0,0.95,0.0,1.0,1.05,0.95,1.0,0.92,0.18,0.95,1.0
jcl.csv,1.0,1.0,0.82,0.82,0.89,0.86,1.0,0.95,0.9,0.94,0.93,1.0,0.14,0.93
linuxsh.csv,0.89,0.9,0.0,0.91,1.01,0.84,0.68,0.88,0.7,0.8,0.86,1.03,0.58,0.93
mvdsv.csv,1.0,1.0,1.0,0.95,0.91,1.0,0.0,0.96,1.0,1.0,0.89,1.0,0.79,1.0
openmeetings.csv,0.47,0.77,0.77,0.05,0.76,0.53,0.3,0.74,0.72,0.84,0.57,0.34,0.53,0.53
plato.csv,0.93,0.88,0.95,1.04,0.84,0.83,0.65,0.0,0.83,0.91,0.91,0.93,0.89,0.89
projecteqemu.csv,0.62,0.88,0.64,0.55,0.86,0.73,0.39,0.91,0.78,0.94,0.06,0.58,0.57,0.85
scite-ru.csv,0.55,0.79,0.66,0.81,0.12,0.58,0.68,0.71,0.92,0.84,0.49,1.0,0.99,0.82
uclmda.csv,1.0,0.79,0.66,0.93,0.95,1.0,1.01,0.98,0.8,1.0,1.0,0.0,0.87,0.96
vrjuggler.csv,1.0,0.78,0.85,0.69,0.76,1.0,1.0,0.74,0.87,0.38,0.66,0.95,0.74,1.03
