,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.46,0.99,0.55,0.73,0.38,0.43,0.67,0.5,0.61,0.38,0.39,0.91,0.21,0.7
chrysalis.csv,0.54,0.33,0.09,0.23,0.33,0.14,0.0,0.5,0.29,0.06,0.44,0.24,0.79,0.93
etics.csv,1.0,0.45,0.09,0.55,0.38,0.14,0.67,0.33,0.49,0.25,0.67,0.02,0.64,0.48
flexpay.csv,0.38,0.84,0.0,0.82,0.67,0.43,1.0,0.95,0.89,0.88,0.25,0.0,0.79,0.63
ifmo-game-1.csv,0.0,0.1,0.27,0.0,0.05,1.0,0.0,0.02,0.07,0.0,0.08,0.82,0.07,0.0
jcl.csv,0.0,0.0,0.18,0.18,0.67,0.14,0.0,0.05,0.1,0.06,0.11,0.0,0.86,0.07
linuxsh.csv,0.77,0.69,1.0,0.82,0.86,0.86,1.0,0.88,0.43,0.94,0.83,0.75,0.71,0.78
mvdsv.csv,0.0,0.0,0.0,0.05,0.1,0.0,1.0,0.05,0.0,0.0,0.11,0.0,0.21,0.0
openmeetings.csv,0.62,0.29,0.27,0.95,0.29,0.71,1.0,0.6,0.35,0.19,0.53,0.94,0.64,0.56
plato.csv,1.0,0.84,0.18,0.5,0.71,0.86,1.0,1.0,0.72,0.88,0.61,0.35,0.79,0.78
projecteqemu.csv,0.38,0.12,0.36,0.45,0.14,0.29,0.67,0.1,0.22,0.06,0.94,0.52,0.57,0.15
scite-ru.csv,0.85,0.83,0.64,0.86,0.9,0.71,0.67,0.67,0.91,0.44,0.72,0.99,1.0,0.67
uclmda.csv,0.0,0.26,0.36,0.14,0.05,0.0,0.0,0.05,0.27,0.0,0.0,1.0,0.14,0.04
vrjuggler.csv,0.0,0.28,0.18,0.45,0.29,0.0,0.0,0.45,0.15,0.62,0.42,0.06,0.29,0.0
