,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.66,0.62,0.48,0.47,0.69,0.69
jruby.csv,0.77,0.44,0.75,0.2,0.25,0.78
pdfedit.csv,0.36,0.38,0.67,0.75,0.55,0.58
rectracker.csv,0.88,0.49,0.91,0.69,0.78,0.93
wxlua.csv,0.59,0.46,0.49,0.58,0.94,0.46
x4x.csv,0.76,0.55,0.37,0.62,0.62,0.89
