,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.69,0.58,0.74,0.89,0.47,0.45,0.46,0.49,0.44,0.43,0.54,0.45,0.4,0.52,0.49,0.88,0.49,0.54
boost-sandbox.csv,0.5,0.35,0.88,0.39,0.64,0.57,0.5,0.53,0.94,0.6,0.42,0.56,0.47,0.55,0.77,0.46,0.76,0.96
clamav.csv,0.44,0.52,0.39,0.39,0.38,0.46,0.47,0.55,0.43,0.9,0.45,0.5,0.43,0.35,0.47,0.42,0.59,0.53
co-ode-owl-plugins.csv,0.65,0.62,0.74,0.45,0.81,0.71,0.74,0.95,0.87,0.65,0.86,0.65,0.88,0.82,0.59,0.44,0.46,0.69
etherboot.csv,0.39,0.43,0.0,0.93,0.0,0.41,0.42,0.0,0.57,0.0,0.34,0.0,0.4,0.0,0.0,0.43,0.0,0.49
freebios.csv,0.52,0.79,0.44,0.53,0.58,0.7,0.76,0.73,0.72,0.52,0.45,0.65,0.57,0.82,0.74,0.61,0.87,0.72
frogatto.csv,0.45,0.4,0.4,0.35,0.34,0.44,0.39,0.36,0.41,0.35,0.34,0.42,0.42,0.33,0.45,0.41,0.57,0.47
glelite.csv,0.41,0.55,0.42,0.35,0.4,0.41,0.43,0.5,0.43,0.46,0.44,0.43,0.4,0.39,0.46,0.42,0.43,0.5
jasperreports.csv,0.47,0.48,0.45,0.38,0.45,0.57,0.42,0.39,0.48,0.43,0.41,0.49,0.42,0.55,0.75,0.7,0.92,0.69
konversation.csv,0.6,0.59,0.82,0.58,0.68,0.83,0.54,0.88,0.61,0.62,0.61,0.78,0.83,0.77,0.6,0.85,0.91,0.78
miranda-icq.csv,0.56,0.35,0.83,0.47,0.56,0.41,0.52,0.49,0.5,0.38,0.42,0.63,0.8,0.55,0.47,0.61,0.69,0.74
olap-navigator.csv,0.74,0.6,0.5,0.41,0.5,0.7,0.41,0.38,0.57,0.44,0.5,0.47,0.75,0.74,0.56,0.62,0.7,0.63
pclasses.csv,0.72,0.66,0.75,0.57,0.63,0.0,0.94,0.75,0.0,0.96,0.62,0.83,0.6,0.0,0.67,0.88,0.58,0.83
plato.csv,0.4,0.48,0.42,0.36,0.42,0.41,0.42,0.43,0.41,0.39,0.47,0.39,0.39,0.39,0.46,0.42,0.4,0.51
re2c.csv,0.9,0.64,0.86,0.49,0.76,0.69,0.9,0.96,0.95,0.93,0.92,0.76,0.9,0.61,0.86,0.39,0.58,0.65
rebecca-aiml.csv,0.89,0.55,0.5,0.57,0.39,0.88,0.48,0.47,0.47,0.48,0.4,0.75,0.89,0.4,0.39,0.45,0.63,0.42
tzod.csv,0.89,0.55,0.83,0.47,0.9,0.73,0.89,0.65,0.87,0.75,0.86,0.89,0.61,0.53,0.56,0.59,0.82,0.89
wxcrp.csv,0.43,0.57,0.42,0.35,0.54,0.58,0.48,0.44,0.41,0.38,0.56,0.38,0.39,0.45,0.47,0.44,0.46,0.5
