,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.38,0.39,0.25,0.27,0.46,0.21,0.15
glelite.csv,0.39,0.42,0.35,0.29,0.45,0.4,0.48
moving-pictures.csv,0.17,0.14,0.17,0.2,0.12,0.09,0.15
plearn.csv,0.2,0.32,0.31,0.22,0.16,0.4,0.37
re2c.csv,0.2,0.35,0.25,0.29,0.24,0.33,0.23
rebecca-aiml.csv,0.16,0.23,0.24,0.25,0.13,0.23,0.2
xfce.csv,0.19,0.3,0.25,0.24,0.23,0.39,0.31
