,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.01,0.07,0.0,0.33,0.11,0.03,0.22,0.11,0.06,0.24,0.07,0.49,0.13,0.0
boost-sandbox.csv,0.38,0.62,0.56,0.33,0.89,0.46,0.56,0.69,0.39,0.79,0.32,0.22,0.54,0.67
customwars.csv,0.32,0.2,0.01,0.5,0.17,0.36,0.0,0.33,0.32,0.06,0.27,0.07,0.29,0.33
dvd-create.csv,0.38,0.64,0.95,0.69,0.17,0.95,0.0,0.86,0.58,0.94,0.55,0.54,0.58,0.33
frogatto.csv,0.93,0.6,0.04,0.75,0.5,0.69,0.95,0.52,0.68,0.24,0.82,0.62,0.5,0.33
glelite.csv,0.97,0.93,0.66,0.9,0.89,0.56,0.98,0.49,0.94,0.76,0.86,0.95,0.74,0.0
go.csv,0.63,0.27,0.55,0.62,0.11,0.74,0.0,0.79,0.29,0.18,0.34,0.2,0.46,0.33
irplus.csv,0.25,0.11,0.0,0.4,0.06,0.15,0.24,0.34,0.26,0.18,0.27,0.08,0.13,0.0
lsb.csv,0.51,0.6,0.15,0.5,0.83,0.15,0.0,0.87,0.16,0.45,0.84,0.45,0.58,0.33
moving-pictures.csv,0.29,0.02,0.0,0.27,0.0,0.54,0.0,0.77,0.29,0.42,0.48,0.01,0.24,0.0
mpgravity.csv,0.86,0.36,0.89,0.15,0.78,0.97,0.15,1.0,0.65,0.73,0.98,0.98,0.64,1.0
plearn.csv,0.45,0.0,0.0,0.04,0.0,0.0,0.22,0.63,0.52,0.33,0.7,0.32,0.01,1.0
rebecca-aiml.csv,0.23,0.36,0.47,0.62,0.11,0.46,0.0,0.84,0.71,0.33,0.73,0.15,0.45,0.0
wxcode.csv,0.25,0.07,0.01,0.52,0.0,0.08,0.27,0.14,0.29,0.0,0.18,0.35,0.2,0.0
