,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.93,0.98,0.91,0.48,1.01,0.98,0.4,0.77,0.9,0.74,0.96,0.68,0.31,0.71
boost-sandbox.csv,0.55,0.69,0.77,0.81,0.9,0.55,1.0,0.81,0.84,0.86,0.68,0.74,1.14,1.01
customwars.csv,0.53,0.57,0.56,0.6,0.63,0.8,1.0,0.62,0.6,0.61,0.7,0.73,0.32,0.72
dvd-create.csv,0.53,0.67,1.05,0.78,0.26,0.96,1.0,0.87,0.63,0.95,0.61,0.55,0.6,0.43
frogatto.csv,0.93,0.66,0.54,0.76,0.58,0.83,0.95,0.59,0.69,0.48,0.82,0.74,0.5,0.36
glelite.csv,0.97,0.93,0.9,0.9,0.89,0.81,0.98,0.64,0.95,0.78,0.86,0.97,0.74,0.04
go.csv,0.69,0.39,0.94,0.76,0.72,0.77,1.0,0.8,0.64,0.51,0.53,0.64,0.63,0.63
irplus.csv,0.51,0.76,0.67,0.61,0.77,0.83,0.48,0.49,0.53,0.66,0.45,0.67,0.31,0.74
lsb.csv,0.7,0.77,0.25,0.6,0.84,0.79,1.0,0.88,0.63,0.66,0.85,0.76,0.65,0.74
moving-pictures.csv,0.55,0.8,0.76,0.72,0.93,0.75,1.0,0.78,0.46,0.54,0.65,0.74,0.37,0.67
mpgravity.csv,0.86,0.47,0.91,0.66,0.79,0.97,0.22,1.0,0.74,0.74,0.98,0.99,0.66,1.0
plearn.csv,0.56,0.97,1.0,1.0,0.92,1.0,0.78,0.7,0.65,0.62,0.73,0.84,1.0,1.11
rebecca-aiml.csv,0.62,0.48,0.53,0.68,0.55,0.82,1.0,0.86,0.72,0.42,0.77,0.19,0.53,0.52
wxcode.csv,0.58,0.62,0.89,0.7,0.82,0.87,0.5,0.72,0.74,0.86,0.67,0.89,0.2,0.63
