,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.99,0.94,0.96,0.66,0.73,0.0,0.59,0.51,0.46,0.64,0.48,0.51,0.47,0.8,0.37,0.45,0.97,0.53,0.77,0.55
baadengine.csv,0.49,0.35,0.57,0.36,0.36,0.54,0.33,0.32,0.42,0.34,0.38,0.33,0.39,0.52,0.36,0.44,0.38,0.37,0.44,0.32
biopax.csv,0.41,0.36,0.35,0.41,0.49,0.55,0.36,0.35,0.45,0.35,0.42,0.33,0.42,0.4,0.34,0.5,0.39,0.52,0.45,0.42
crux-framework.csv,0.94,0.88,0.95,0.63,0.7,0.5,0.97,0.93,0.75,0.81,0.96,0.96,0.87,0.0,0.49,0.93,0.88,0.8,0.88,0.93
dataobjectsdotnet.csv,0.44,0.36,0.4,0.64,0.89,0.51,0.51,0.49,0.5,0.4,0.49,0.48,0.63,0.77,0.0,0.49,0.4,0.56,0.46,0.49
exl.csv,0.63,0.45,0.52,0.5,0.54,0.62,0.43,0.44,0.58,0.38,0.51,0.56,0.6,0.67,0.42,0.91,0.42,0.72,0.44,0.48
gdis.csv,0.48,0.62,0.36,0.52,0.76,0.55,0.47,0.49,0.52,0.41,0.97,0.56,0.59,0.59,0.33,0.47,0.66,0.6,0.45,0.43
gogoego.csv,0.88,0.43,0.6,0.51,0.5,0.47,0.65,0.64,0.6,0.41,0.89,0.43,0.57,0.52,0.29,0.86,0.34,0.62,0.36,0.41
httpcontentparser.csv,0.63,0.43,0.56,0.71,0.88,0.0,0.43,0.42,0.62,0.64,0.49,0.51,0.55,0.67,0.0,0.65,0.45,0.63,0.45,0.44
impala.csv,0.97,0.47,0.9,0.53,0.5,0.73,0.46,0.96,0.47,0.46,0.97,0.84,0.64,0.94,0.88,0.59,0.52,0.58,0.61,0.88
jgameai.csv,0.0,0.95,0.96,0.95,0.79,0.72,0.98,0.93,0.99,0.93,0.83,0.97,0.97,0.92,0.95,0.95,0.0,0.89,0.88,0.93
loki-lib.csv,0.67,0.42,0.37,0.41,0.54,0.54,0.4,0.75,0.52,0.37,0.74,0.44,0.51,0.47,0.35,0.48,0.34,0.67,0.53,0.5
snakeyaml.csv,0.57,0.55,0.53,0.58,0.4,0.49,0.65,0.51,0.53,0.41,0.57,0.96,0.54,0.86,0.32,0.67,0.45,0.8,0.36,0.44
tart.csv,0.43,0.36,0.6,0.77,0.89,0.0,0.54,0.47,0.87,0.65,0.53,0.55,0.65,0.8,0.8,0.0,0.36,0.61,0.41,0.51
vars-redux.csv,0.59,0.36,0.6,0.41,0.44,0.55,0.38,0.45,0.49,0.38,0.45,0.37,0.43,0.61,0.27,0.85,0.4,0.62,0.39,0.38
werx.csv,0.42,0.42,0.37,0.41,0.49,0.54,0.38,0.38,0.45,0.36,0.41,0.33,0.43,0.4,0.36,0.44,0.39,0.45,0.71,0.43
xbg.csv,0.68,0.93,0.5,0.91,0.5,0.96,0.97,0.67,0.76,0.93,0.77,0.76,0.98,0.64,0.92,0.76,0.65,0.93,0.89,0.8
xqilla.csv,0.95,0.62,0.57,0.94,0.69,0.75,0.66,0.67,0.93,0.83,0.61,0.97,0.8,0.81,0.8,0.88,0.9,0.95,0.5,0.7
zealos.csv,0.91,0.87,0.69,0.79,0.94,0.59,0.83,0.55,0.97,0.93,0.95,0.95,0.98,0.83,0.36,0.63,0.96,0.9,0.0,0.67
