,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.27,0.45,0.22,0.0,0.31,0.0,0.34,0.55,0.2,0.04,0.32,0.18,0.46,0.15,0.9,0.55,0.0,0.57,0.51,0.1
baadengine.csv,0.84,0.12,0.37,0.03,0.34,0.47,0.42,0.66,0.24,0.1,0.38,0.22,0.48,0.28,0.9,0.56,0.06,0.77,0.86,0.05
biopax.csv,0.86,0.13,0.99,0.02,0.46,0.48,0.4,0.59,0.19,0.11,0.23,0.22,0.6,0.23,0.86,0.6,0.05,0.89,0.87,0.05
crux-framework.csv,0.06,0.0,0.18,0.07,0.42,0.06,0.25,0.19,0.0,0.19,0.31,0.12,0.25,0.0,0.73,0.27,0.0,0.08,0.29,0.35
dataobjectsdotnet.csv,0.66,0.09,0.86,0.05,0.23,0.56,0.43,0.52,0.24,0.14,0.24,0.18,0.6,0.57,0.03,0.57,0.07,0.62,0.86,0.08
exl.csv,0.46,0.13,0.8,0.03,0.47,0.47,0.42,0.57,0.21,0.15,0.21,0.18,0.57,0.12,0.59,0.25,0.08,0.49,0.82,0.07
gdis.csv,0.73,0.05,0.98,0.0,0.47,0.51,0.35,0.52,0.22,0.1,0.24,0.15,0.45,0.27,0.9,0.57,0.0,0.75,0.87,0.05
gogoego.csv,0.27,0.0,0.41,0.05,0.31,0.63,0.37,0.48,0.25,0.14,0.28,0.12,0.42,0.3,0.82,0.28,0.09,0.46,0.73,0.03
httpcontentparser.csv,0.35,0.05,0.47,0.0,0.06,0.06,0.36,0.58,0.41,0.13,0.24,0.21,0.4,0.18,0.0,0.42,0.07,0.68,0.56,0.08
impala.csv,0.31,0.14,0.39,0.03,0.41,0.27,0.31,0.3,0.17,0.08,0.2,0.32,0.46,0.17,0.44,0.51,0.0,0.6,0.59,0.18
jgameai.csv,0.0,0.33,0.2,0.0,0.49,0.32,0.14,0.12,0.11,0.0,0.0,0.19,0.07,0.0,0.35,0.25,0.0,0.2,0.48,0.0
loki-lib.csv,0.66,0.08,0.86,0.02,0.48,0.48,0.37,0.29,0.21,0.11,0.2,0.21,0.48,0.17,0.93,0.62,0.06,0.36,0.5,0.04
snakeyaml.csv,0.4,0.0,0.46,0.06,0.32,0.49,0.34,0.58,0.32,0.13,0.43,0.08,0.43,0.0,0.74,0.06,0.04,0.35,0.73,0.08
tart.csv,0.6,0.09,0.56,0.07,0.23,0.0,0.35,0.57,0.31,0.29,0.32,0.15,0.38,0.11,0.1,0.0,0.07,0.46,0.77,0.06
vars-redux.csv,0.58,0.12,0.39,0.03,0.33,0.52,0.45,0.7,0.27,0.1,0.34,0.21,0.48,0.31,0.86,0.29,0.06,0.56,0.78,0.06
werx.csv,0.85,0.15,0.98,0.02,0.46,0.47,0.37,0.55,0.19,0.1,0.23,0.21,0.6,0.23,0.89,0.56,0.05,0.79,0.61,0.05
xbg.csv,0.68,0.1,0.02,0.0,0.0,0.18,0.15,0.04,0.1,0.0,0.15,0.2,0.22,0.47,0.26,0.29,0.0,0.23,0.2,0.0
xqilla.csv,0.06,0.0,0.7,0.11,0.26,0.0,0.29,0.42,0.24,0.14,0.22,0.11,0.41,0.07,0.28,0.11,0.46,0.26,0.09,0.04
zealos.csv,0.47,0.2,0.59,0.0,0.36,0.58,0.32,0.41,0.08,0.0,0.12,0.0,0.25,0.29,0.71,0.46,0.0,0.2,0.05,0.07
