,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.85,0.18,0.88,1.09,0.75,1.0,0.67,0.63,0.98,0.93,0.55,0.73,0.72,0.88,0.92,0.98,1.03,0.66,1.08,0.47
baadengine.csv,0.29,0.88,0.92,0.76,0.72,1.0,0.79,0.59,0.7,0.97,0.44,0.95,0.78,0.59,1.0,1.0,0.86,0.62,0.62,0.73
biopax.csv,1.0,1.0,1.0,1.0,0.98,0.93,1.0,1.0,1.0,0.94,1.0,0.99,1.0,1.0,0.78,0.7,1.0,0.2,0.92,1.0
crux-framework.csv,0.97,1.01,0.93,0.26,0.63,0.97,0.82,0.89,1.0,0.48,0.71,0.89,0.84,1.0,0.71,0.82,1.0,0.96,0.83,0.1
dataobjectsdotnet.csv,0.91,0.95,1.02,0.41,0.85,0.69,0.62,0.73,0.67,0.71,0.81,0.77,0.53,0.28,0.98,0.83,0.68,0.56,1.0,0.68
exl.csv,0.71,0.72,0.41,0.68,0.75,0.58,0.68,0.7,0.65,0.62,0.82,0.73,0.66,0.85,0.67,0.84,0.53,0.9,0.31,0.73
gdis.csv,0.53,0.93,0.75,1.16,0.56,0.85,0.82,0.69,0.67,0.7,0.75,0.83,0.68,0.6,0.19,0.59,1.07,0.46,0.55,0.76
gogoego.csv,0.85,1.09,0.89,0.36,0.78,0.39,0.64,0.63,0.64,0.57,0.66,0.89,0.7,0.52,0.46,0.83,0.5,0.7,0.42,0.91
httpcontentparser.csv,0.85,0.97,0.73,1.06,0.97,0.97,0.66,0.75,0.32,0.65,0.8,0.67,0.74,0.88,1.0,0.67,0.7,0.53,0.63,0.55
impala.csv,0.84,0.75,0.76,0.64,0.71,0.83,0.83,0.8,0.97,0.83,0.79,0.54,0.77,0.79,0.87,0.7,1.07,0.93,0.96,0.67
jgameai.csv,1.0,0.31,0.92,1.02,0.53,0.93,0.9,0.93,0.85,1.06,1.0,0.78,0.97,1.03,0.97,0.84,1.0,0.89,0.98,1.01
loki-lib.csv,0.54,0.93,1.03,0.86,0.74,0.93,0.73,0.82,0.63,0.71,0.77,0.68,0.74,0.92,0.62,0.45,0.8,0.78,0.66,0.8
snakeyaml.csv,0.79,1.06,1.03,0.32,0.73,0.54,0.68,0.52,0.46,0.59,0.4,0.93,0.68,1.01,0.45,0.97,0.75,0.79,0.42,0.54
tart.csv,0.74,0.95,1.17,0.25,0.85,1.0,0.66,0.59,0.62,0.29,0.51,0.8,0.74,0.89,0.96,1.0,0.69,0.72,0.48,0.7
vars-redux.csv,0.64,0.94,1.25,0.66,0.72,0.68,0.66,0.4,0.56,0.69,0.53,0.77,0.67,0.56,0.42,0.81,0.77,0.61,0.39,0.65
werx.csv,0.99,0.85,0.03,1.0,0.98,1.0,0.95,0.91,0.99,0.98,0.99,0.96,1.0,0.98,1.0,1.0,1.0,1.01,0.83,0.95
xbg.csv,0.67,0.83,0.99,1.01,1.0,0.89,0.9,0.98,0.89,1.01,0.82,0.72,0.86,0.3,0.9,0.88,1.17,0.89,0.93,1.0
xqilla.csv,0.97,1.03,0.88,0.17,0.82,1.0,0.74,0.74,0.8,0.64,0.67,0.89,0.71,0.95,0.91,0.94,0.06,0.92,0.95,0.77
zealos.csv,0.69,0.63,0.64,1.04,0.71,0.45,0.7,0.74,0.91,1.01,0.89,1.01,0.84,0.75,0.48,0.63,1.03,0.89,0.98,0.61
