,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.0,3.0,0.0,101.0,0.0,97.0,6.0,3.0,6.0,8.0,26.0,5.0,1.0,4.0,0.0,4.0,119.0,2.0,1.0,17.0
baadengine.csv,0.0,2.0,0.0,61.0,6.0,11.0,14.0,1.0,5.0,9.0,1.0,6.0,3.0,6.0,0.0,4.0,44.0,0.0,0.0,57.0
biopax.csv,1.0,3.0,0.0,83.0,0.0,10.0,5.0,2.0,6.0,9.0,72.0,8.0,0.0,15.0,0.0,3.0,60.0,1.0,0.0,68.0
crux-framework.csv,0.0,69.0,0.0,17.0,2.0,1.0,0.0,1.0,187.0,3.0,3.0,8.0,10.0,62.0,0.0,4.0,119.0,1.0,1.0,0.0
dataobjectsdotnet.csv,1.0,3.0,0.0,30.0,1.0,7.0,0.0,4.0,6.0,6.0,66.0,7.0,0.0,1.0,0.0,4.0,33.0,0.0,0.0,47.0
exl.csv,0.0,1.0,0.0,56.0,0.0,5.0,0.0,2.0,1.0,3.0,61.0,7.0,0.0,4.0,0.0,1.0,8.0,0.0,0.0,48.0
gdis.csv,0.0,2.0,0.0,101.0,1.0,8.0,5.0,1.0,17.0,19.0,7.0,8.0,3.0,7.0,0.0,3.0,119.0,1.0,0.0,45.0
gogoego.csv,0.0,69.0,0.0,24.0,0.0,4.0,0.0,2.0,11.0,4.0,12.0,11.0,8.0,7.0,0.0,1.0,9.0,0.0,0.0,58.0
httpcontentparser.csv,0.0,22.0,0.0,101.0,3.0,0.0,3.0,4.0,6.0,7.0,62.0,0.0,5.0,1.0,69.0,0.0,36.0,2.0,2.0,37.0
impala.csv,2.0,2.0,0.0,55.0,2.0,5.0,4.0,0.0,6.0,11.0,18.0,3.0,0.0,5.0,0.0,6.0,119.0,1.0,6.0,3.0
jgameai.csv,621.0,1.0,0.0,101.0,3.0,8.0,1.0,8.0,6.0,93.0,205.0,7.0,0.0,62.0,0.0,5.0,119.0,0.0,1.0,111.0
loki-lib.csv,0.0,5.0,0.0,72.0,0.0,11.0,1.0,1.0,6.0,6.0,7.0,16.0,4.0,22.0,0.0,0.0,40.0,0.0,0.0,44.0
snakeyaml.csv,5.0,69.0,0.0,22.0,10.0,2.0,1.0,0.0,1.0,5.0,1.0,18.0,0.0,62.0,0.0,1.0,33.0,0.0,0.0,19.0
tart.csv,1.0,1.0,0.0,18.0,1.0,97.0,2.0,3.0,8.0,0.0,15.0,7.0,0.0,7.0,1.0,74.0,29.0,0.0,1.0,35.0
vars-redux.csv,0.0,3.0,0.0,51.0,0.0,6.0,9.0,0.0,10.0,16.0,21.0,2.0,2.0,3.0,0.0,4.0,35.0,0.0,0.0,48.0
werx.csv,1.0,3.0,0.0,83.0,0.0,11.0,5.0,2.0,6.0,12.0,70.0,7.0,0.0,15.0,0.0,4.0,60.0,2.0,0.0,66.0
xbg.csv,1.0,3.0,0.0,101.0,88.0,4.0,2.0,1.0,5.0,93.0,24.0,1.0,4.0,5.0,0.0,3.0,119.0,1.0,0.0,111.0
xqilla.csv,0.0,69.0,0.0,15.0,2.0,97.0,6.0,1.0,4.0,1.0,16.0,7.0,4.0,9.0,0.0,3.0,1.0,1.0,0.0,41.0
zealos.csv,1.0,0.0,0.0,101.0,2.0,6.0,0.0,1.0,12.0,93.0,4.0,207.0,1.0,2.0,0.0,1.0,119.0,0.0,0.0,41.0
