,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.75,0.29,1.0,0.0,0.31,0.0,0.28,0.48,0.11,0.02,0.2,0.12,0.42,0.2,0.82,0.38,0.0,0.82,0.6,0.05
baadengine.csv,0.93,0.07,0.96,0.01,0.3,0.31,0.27,0.52,0.14,0.05,0.24,0.13,0.41,0.19,0.81,0.39,0.03,0.82,0.82,0.03
biopax.csv,0.75,0.07,0.98,0.01,0.3,0.32,0.25,0.42,0.11,0.06,0.13,0.12,0.43,0.13,0.84,0.45,0.02,0.97,0.77,0.03
crux-framework.csv,0.88,0.0,0.95,0.04,0.41,0.5,0.38,0.4,0.0,0.11,0.32,0.12,0.43,0.0,0.82,0.4,0.0,0.6,0.88,0.21
dataobjectsdotnet.csv,0.7,0.05,0.97,0.02,0.44,0.39,0.3,0.43,0.14,0.07,0.14,0.11,0.57,0.46,1.0,0.42,0.04,0.92,0.76,0.04
exl.csv,0.83,0.07,0.99,0.01,0.32,0.48,0.28,0.46,0.14,0.08,0.12,0.11,0.48,0.08,0.84,0.45,0.04,0.68,0.94,0.04
gdis.csv,0.83,0.03,0.98,0.0,0.41,0.34,0.23,0.44,0.13,0.06,0.22,0.09,0.47,0.18,0.98,0.47,0.0,0.88,0.84,0.03
gogoego.csv,0.84,0.0,0.96,0.03,0.25,0.51,0.33,0.54,0.19,0.08,0.23,0.07,0.51,0.2,0.9,0.71,0.05,0.92,0.96,0.01
httpcontentparser.csv,0.65,0.03,0.98,0.0,0.12,1.0,0.27,0.45,0.28,0.08,0.14,0.13,0.42,0.33,0.0,0.48,0.04,0.87,0.85,0.04
impala.csv,0.7,0.08,1.0,0.02,0.3,0.23,0.21,0.44,0.1,0.04,0.18,0.23,0.4,0.12,0.72,0.41,0.0,0.7,0.67,0.12
jgameai.csv,0.0,0.21,0.96,0.0,0.41,0.23,0.16,0.27,0.07,0.0,0.0,0.15,0.21,0.0,0.64,0.32,0.0,0.89,0.62,0.0
loki-lib.csv,0.85,0.04,0.97,0.01,0.33,0.32,0.25,0.39,0.13,0.06,0.17,0.13,0.42,0.1,0.88,0.62,0.03,0.89,0.93,0.02
snakeyaml.csv,0.73,0.0,0.95,0.03,0.3,0.46,0.33,0.63,0.21,0.07,0.32,0.07,0.53,0.0,0.92,0.33,0.02,1.0,0.96,0.04
tart.csv,0.74,0.05,0.95,0.04,0.44,0.0,0.28,0.5,0.26,0.17,0.2,0.09,0.49,0.1,0.6,0.0,0.04,0.82,0.85,0.03
vars-redux.csv,0.81,0.06,0.92,0.01,0.29,0.37,0.3,0.63,0.16,0.06,0.21,0.12,0.47,0.22,0.9,0.46,0.03,0.97,0.9,0.03
werx.csv,0.75,0.08,1.0,0.01,0.3,0.31,0.23,0.41,0.11,0.05,0.13,0.12,0.43,0.13,0.81,0.39,0.02,0.75,0.71,0.03
xbg.csv,0.77,0.07,1.0,0.0,0.0,0.19,0.24,0.33,0.06,0.0,0.1,0.15,0.45,0.32,0.69,0.26,0.0,0.67,0.56,0.0
xqilla.csv,0.79,0.0,0.97,0.06,0.22,0.0,0.27,0.4,0.29,0.09,0.15,0.1,0.45,0.05,0.67,0.25,0.3,0.6,1.0,0.02
zealos.csv,0.93,0.13,0.99,0.0,0.44,0.47,0.29,0.4,0.07,0.0,0.14,0.0,0.45,0.33,0.92,0.48,0.0,0.8,1.0,0.03
