,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.5,0.53,0.55,0.27,0.23,0.26,0.44,0.12,0.16,0.25,0.24,0.44,0.55,0.74,0.77,0.48,0.04,0.52
archive-crawler.csv,0.61,0.46,0.51,0.29,0.28,0.41,0.57,0.5,0.11,0.37,0.29,0.51,0.49,0.55,0.62,0.37,0.01,0.58
customwars.csv,0.56,0.68,0.53,0.22,0.32,0.33,0.47,0.49,0.28,0.48,0.32,0.39,0.36,0.41,0.46,0.48,0.18,0.57
gbif-providertoolkit.csv,0.58,0.46,0.57,0.17,0.2,0.43,0.31,0.73,0.2,0.45,0.24,0.32,0.3,0.29,0.55,0.76,0.11,0.55
gss.csv,0.75,0.65,0.6,0.19,0.38,0.29,0.55,0.69,0.14,0.53,0.25,0.41,0.45,0.58,0.7,0.81,0.2,0.83
heekscad.csv,0.81,0.64,0.41,0.27,0.3,0.33,0.51,0.59,0.22,0.53,0.25,0.52,0.5,0.46,0.7,0.84,0.06,0.72
ikvm.csv,0.49,0.49,0.82,0.16,0.13,0.23,0.38,0.56,0.15,0.4,0.19,0.38,0.48,0.36,0.34,0.72,0.22,0.68
jaxen.csv,0.66,0.59,0.61,0.24,0.15,0.35,0.4,0.78,0.53,0.46,0.28,0.38,0.42,0.59,0.59,0.76,0.16,0.68
jcae.csv,0.65,0.5,0.43,0.47,0.35,0.45,0.49,0.15,0.28,0.57,0.34,0.5,0.36,0.43,0.51,0.59,0.04,0.52
levent.csv,0.71,0.29,0.34,0.42,0.08,0.35,0.55,0.77,0.22,0.5,0.27,0.45,0.66,0.62,0.83,0.5,0.0,0.7
nicepress.csv,0.72,0.63,0.24,0.11,0.3,0.35,0.46,0.8,0.18,0.73,0.23,0.44,0.49,0.56,0.72,0.68,0.15,0.35
pnotepad.csv,0.73,0.64,0.54,0.19,0.32,0.28,0.54,0.65,0.11,0.49,0.27,0.46,0.59,0.52,0.75,0.92,0.13,0.68
qcad2.csv,0.44,0.53,0.57,0.29,0.23,0.15,0.68,0.67,0.1,0.21,0.24,0.51,0.64,0.6,0.77,0.44,0.02,0.73
qedo.csv,0.11,0.19,0.42,0.11,0.12,0.22,0.07,0.04,0.17,0.21,0.0,0.07,0.06,0.0,0.03,0.64,0.34,0.45
quarkplusplus.csv,0.51,0.23,0.35,0.22,0.23,0.17,0.5,0.46,0.09,0.37,0.29,0.44,0.62,0.47,0.75,0.66,0.06,0.31
sigil.csv,0.71,0.61,0.36,0.34,0.32,0.41,0.62,0.61,0.16,0.53,0.27,0.54,0.6,0.65,0.83,0.68,0.04,0.67
xcsoar.csv,0.74,0.71,0.49,0.28,0.27,0.43,0.58,0.48,0.23,0.54,0.29,0.45,0.43,0.43,0.69,0.34,0.07,0.56
xuggle.csv,0.68,0.64,0.61,0.15,0.46,0.24,0.32,0.49,0.4,0.53,0.19,0.47,0.5,0.43,0.61,0.68,0.22,0.55
