,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.15,0.25,0.33,0.37,0.09,0.28,0.13,0.0,0.22,0.19,0.59,0.42,0.25,0.27,0.16,0.2,0.31,0.75
archive-crawler.csv,0.19,0.07,0.53,0.19,0.06,0.13,0.21,0.09,0.6,0.17,0.58,0.27,0.22,0.53,0.05,0.0,0.51,0.45
customwars.csv,0.15,0.37,0.2,0.7,0.06,0.24,0.19,0.13,0.32,0.2,0.33,0.56,0.09,0.87,0.14,0.0,0.44,0.25
gbif-providertoolkit.csv,0.89,0.39,0.77,0.29,0.67,0.33,0.51,0.65,0.27,0.84,0.52,0.35,0.31,0.1,0.51,0.8,0.05,0.85
gss.csv,0.43,0.72,0.9,0.99,0.28,0.84,0.42,0.57,0.72,0.48,0.93,0.58,0.22,1.0,0.3,0.2,0.65,0.2
heekscad.csv,0.26,0.34,0.57,0.54,0.49,0.63,0.32,0.35,0.34,0.61,0.72,0.42,0.28,0.53,0.11,0.7,0.43,0.35
ikvm.csv,0.87,0.61,0.13,0.48,0.85,0.84,0.84,0.65,0.52,0.65,0.62,0.73,0.72,0.53,0.81,0.9,0.45,0.75
jaxen.csv,0.94,0.86,0.4,0.72,0.72,0.78,0.79,0.74,0.11,0.74,0.85,0.84,0.66,0.9,0.7,0.9,0.62,0.85
jcae.csv,0.26,0.01,0.23,0.22,0.17,0.15,0.11,0.04,0.24,0.2,0.39,0.51,0.09,0.27,0.03,0.2,0.09,0.35
levent.csv,0.53,0.06,0.07,0.27,0.0,0.63,0.47,0.3,0.44,0.75,0.96,0.51,0.72,0.87,0.43,0.0,0.03,0.9
nicepress.csv,0.72,0.62,0.47,0.32,0.35,0.42,0.54,1.0,0.43,0.26,0.55,0.47,0.69,0.77,0.86,0.2,0.52,0.4
pnotepad.csv,0.17,0.68,0.9,1.0,0.34,0.91,0.51,0.57,0.74,0.72,0.98,0.56,0.53,0.93,0.38,0.1,0.64,0.35
qcad2.csv,0.04,0.15,0.37,0.49,0.3,0.16,0.31,0.26,0.39,0.1,0.44,0.55,0.66,0.77,0.68,0.1,0.7,0.4
qedo.csv,0.17,0.27,0.53,0.53,0.49,0.39,0.42,0.04,0.21,0.49,0.02,0.05,0.31,0.2,0.35,0.5,0.23,0.2
quarkplusplus.csv,0.04,0.07,0.67,0.51,0.55,0.1,0.56,0.22,0.94,0.25,0.32,0.29,0.28,0.17,0.35,0.3,0.54,0.15
sigil.csv,0.21,0.31,0.33,0.25,0.26,0.25,0.38,0.13,0.62,0.33,0.77,0.47,0.5,0.47,0.22,0.2,0.61,0.7
xcsoar.csv,0.19,0.23,0.2,0.51,0.15,0.34,0.42,0.22,0.32,0.26,0.69,0.78,0.28,0.63,0.27,0.0,0.49,0.45
xuggle.csv,0.53,0.77,0.33,0.96,0.18,0.57,0.37,0.3,0.13,0.36,0.42,0.58,0.56,0.87,0.24,0.3,0.56,0.6
