,0,1,2,3,4,5,6,7,8
rectracker.csv,0.0,1.0,0.8,0.0,1.0,0.83,0.73,1.0,0.83
dynalloy.csv,0.44500000000000006,0.165,0.71,0.5,0.165,0.685,0.5,0.165,0.585
mpqc.csv,0.0,0.0,0.25,0.0,0.0,0.335,0.0,0.0,0.0
thout.csv,0.41500000000000004,0.0,0.41500000000000004,0.25,0.0,0.5,0.47,0.0,0.41500000000000004
benojt.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sabbu.csv,0.5349999999999999,0.25,0.67,0.0,0.25,0.69,0.915,0.25,0.67
unladen-swallow.csv,0.26,0.16,0.0,0.165,0.16,0.0,0.165,0.16,0.0
powerfolder-.csv,0.5,0.25,0.62,0.355,0.25,0.715,0.355,0.25,0.835
barracudamvc.csv,1.0,0.5,0.9,1.0,0.5,0.865,1.0,0.5,0.87
nutz.csv,0.5,0.625,0.5,0.28500000000000003,0.625,0.56,0.525,0.625,0.5
apolloplayer.csv,0.33,0.0,0.0,0.33,0.0,0.25,0.265,0.0,0.0
vxl.csv,0.0,0.0,0.0,0.16,0.0,0.0,0.31,0.0,0.125
fbmanager.csv,0.0,0.0,0.67,1.0,0.0,0.67,0.67,0.0,0.71
olsrd.csv,1.0,0.0,0.83,1.0,0.0,0.83,1.0,0.0,0.86
jajuk.csv,1.0,0.775,0.67,0.595,0.775,0.71,0.74,0.775,0.635
sqlpower-library.csv,0.0,0.0,0.71,0.0,0.0,0.73,1.0,0.0,0.8
heekscad.csv,1.0,0.0,0.75,1.0,0.0,0.765,0.83,0.0,0.75
zorannt.csv,0.265,0.0,0.33,0.25,0.0,0.375,0.33,0.0,0.125
emftriple.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75
gamestone.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jicarilla.csv,0.5,0.0,0.775,0.0,0.0,1.0,0.0,0.0,0.71
sevenupdate.csv,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0
nuttx.csv,0.0,0.0,0.845,0.795,0.0,0.83,1.0,0.0,0.845
psrchive.csv,0.185,0.0,0.0,0.0,0.0,0.0,0.365,0.0,0.0
jvcl.csv,0.13,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0
kdenlive.csv,0.875,0.5,0.71,1.0,0.5,0.75,1.0,0.5,0.75
hatari.csv,0.0,0.0,0.5,0.33,0.0,0.55,0.5,0.0,0.41500000000000004
maidsafe-dht.csv,0.225,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.125
opde.csv,0.0,0.0,0.5,0.33,0.0,0.41500000000000004,0.33,0.0,0.5
brlcad.csv,0.22999999999999998,0.19,0.44999999999999996,0.29,0.19,0.41000000000000003,0.305,0.19,0.42000000000000004
opentibia.csv,0.87,0.835,0.89,0.0,0.835,0.89,1.0,0.835,0.89
plee-the-bear.csv,0.26,0.0,0.585,0.10500000000000001,0.0,0.0,0.125,0.0,0.0
xcsoar.csv,0.0,0.0,0.67,0.56,0.0,0.61,0.635,0.0,0.6
vapor.csv,0.33,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.165
reaper-ecad.csv,0.31,0.0,0.6,0.29000000000000004,0.0,0.0,0.29000000000000004,0.0,0.0
jmri.csv,0.41500000000000004,0.45,0.63,0.6,0.45,0.565,0.6,0.45,0.5549999999999999
igarden.csv,0.0,0.0,0.33,0.29000000000000004,0.0,0.365,0.45,0.0,0.125
mb-unit.csv,1.0,1.0,0.86,0.945,1.0,0.87,0.945,1.0,0.865
kaffeine.csv,0.0,0.0,1.0,0.0,0.0,0.915,1.0,0.0,1.0
ossim.csv,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
jlinalg.csv,1.0,0.0,1.0,1.0,0.0,1.0,0.875,0.0,1.0
megasquirtavr.csv,0.0,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.25
psycle.csv,1.0,1.0,0.65,0.875,1.0,0.6950000000000001,0.85,1.0,0.68
beast-mcmc.csv,0.46499999999999997,0.335,0.75,0.25,0.335,0.605,0.5,0.335,0.65
ikvm.csv,0.5,0.0,0.5,0.0,0.0,0.585,0.585,0.0,0.5
bscwweasel.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
zact.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
zscreen.csv,0.75,0.75,0.71,0.0,0.75,0.69,0.0,0.75,0.67
sarasvati.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flylegacy.csv,0.875,0.0,0.815,0.915,0.0,0.75,0.73,0.0,0.775
nullc.csv,1.0,1.0,0.83,1.0,1.0,0.915,1.0,1.0,0.83
dvt.csv,0.0,0.0,0.47,0.23500000000000001,0.0,0.41500000000000004,0.27,0.0,0.195
retromenu.csv,0.75,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.585
jatlas.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liferea.csv,0.0,0.0,0.0,0.29000000000000004,0.0,0.0,0.29000000000000004,0.0,0.0
array4j.csv,0.225,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0
go.csv,0.0,1.0,0.815,0.8300000000000001,1.0,0.79,0.73,1.0,0.775
zealos.csv,0.0,0.0,0.46499999999999997,0.0,0.0,0.33,0.5,0.0,0.585
ns-3.csv,0.0,1.0,0.6799999999999999,0.755,1.0,0.69,0.755,1.0,0.71
nug.csv,0.0,0.0,0.5,0.0,0.0,0.5,0.165,0.0,0.5
critterding.csv,0.6,0.5,0.55,0.35,0.5,0.55,0.41500000000000004,0.5,0.41500000000000004
optalgtoolkit.csv,0.365,0.0,0.41500000000000004,0.0,0.0,0.0,0.0,0.0,0.0
kwave.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superwaba.csv,0.0,0.0,0.645,0.55,0.0,0.645,0.53,0.0,0.62
ltp.csv,0.25,0.0,0.73,0.6799999999999999,0.0,0.735,0.645,0.0,0.755
pdfedit.csv,0.0,0.0,0.67,0.5,0.0,0.62,0.835,0.0,0.55
blogentis.csv,0.41500000000000004,0.0,0.0,0.375,0.0,0.25,0.375,0.0,0.29000000000000004
mclient-mume.csv,0.0,0.0,0.75,0.0,0.0,0.875,0.0,0.0,1.0
firebird.csv,0.67,0.585,0.555,0.71,0.585,0.63,0.71,0.585,0.575
