,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,1.0,0.4,0.76,0.44,0.73,0.82,0.21,0.31,0.31,0.11,0.12,0.33,0.92,0.05,0.19,0.39,0.36,0.27,0.63,0.22
autofac.csv,0.98,0.38,0.88,0.81,0.62,0.73,0.42,0.33,0.6,0.1,0.13,0.26,0.74,0.07,0.14,0.71,0.24,0.71,0.64,0.62
avisynth2.csv,1.0,0.36,0.86,0.4,0.0,1.0,0.5,0.33,1.0,0.0,0.0,0.18,0.8,0.5,0.0,0.67,0.42,0.57,0.0,0.0
azureus.csv,1.0,0.36,0.74,0.46,0.59,0.8,0.27,0.35,0.4,0.09,0.16,0.6,0.8,0.07,0.1,0.36,0.34,0.25,0.62,0.71
coot.csv,0.97,0.18,0.0,0.62,0.48,0.7,0.3,0.34,0.38,0.08,0.15,0.25,0.57,0.0,0.1,0.13,0.14,0.0,0.63,0.74
dsworkbench.csv,0.96,0.51,0.92,0.54,0.6,0.79,0.28,0.39,0.43,0.05,0.12,0.28,0.81,0.0,0.11,0.36,0.27,0.29,0.64,0.53
forester-atv.csv,0.97,0.65,0.78,0.89,0.33,0.9,0.52,0.43,0.44,0.2,0.38,0.26,0.69,0.0,0.5,0.58,0.35,0.67,0.67,0.55
freelords.csv,0.98,0.42,0.78,0.54,0.53,0.83,0.34,0.35,0.47,0.11,0.19,0.27,0.74,0.05,0.13,0.49,0.31,0.41,0.61,0.52
gabel.csv,1.0,0.5,0.77,0.9,0.74,0.89,0.63,0.28,0.7,0.3,0.26,0.47,0.76,0.05,0.17,0.71,0.32,1.0,0.56,0.7
geotools.csv,0.98,0.45,0.74,0.6,0.55,0.8,0.39,0.31,0.48,0.08,0.09,0.29,0.71,0.0,0.15,0.48,0.42,0.3,0.65,0.53
gephex.csv,1.0,0.26,0.76,0.46,0.58,0.81,0.31,0.34,0.44,0.07,0.12,0.29,0.71,0.0,0.1,0.37,0.34,0.31,0.81,0.54
google-collections.csv,1.0,0.38,0.76,0.47,0.56,0.74,0.29,0.35,0.4,0.08,0.19,0.27,0.74,0.05,0.12,0.37,0.28,0.27,0.63,0.52
jpaul.csv,0.97,0.41,0.77,0.62,0.76,0.78,0.54,0.25,0.43,0.13,0.15,0.25,0.7,0.03,0.27,0.65,0.26,0.42,0.76,0.33
mycila.csv,0.97,0.5,0.79,0.44,0.56,0.73,0.23,0.27,0.34,0.09,0.54,0.36,0.73,0.03,0.12,0.29,0.33,0.11,0.64,0.61
neodatis-odb.csv,0.96,0.41,0.92,0.5,0.67,0.74,0.27,0.6,0.39,0.07,0.33,0.32,0.76,0.04,0.16,0.26,0.25,0.17,0.65,0.77
octet.csv,1.0,0.34,0.74,0.49,0.75,0.8,0.17,0.41,0.62,0.12,0.15,0.29,0.87,0.05,0.42,0.43,0.41,0.33,0.65,0.54
pokenetonline.csv,1.0,0.42,0.77,0.47,0.56,0.79,0.33,0.35,0.55,0.09,0.18,0.27,0.9,0.05,0.13,0.4,0.33,0.35,0.65,0.54
scenemonitor.csv,1.0,0.39,0.8,0.56,0.67,0.93,0.53,0.32,0.8,0.13,0.15,0.36,0.74,0.0,0.33,0.51,0.37,0.38,0.68,0.35
servicestack.csv,1.0,0.58,0.68,0.73,0.0,0.75,0.5,0.38,0.5,0.0,0.11,0.33,0.93,0.11,0.33,1.0,0.42,0.6,0.0,0.0
twostep.csv,1.0,0.43,0.77,0.49,0.64,0.79,0.38,0.34,0.41,0.13,0.21,0.28,0.78,0.05,0.16,0.68,0.31,0.35,0.61,0.65
