,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.73,0.67,1.0,1.0,0.86,0.96,1.0,0.96,0.6
galaxium.csv,0.36,0.27,0.77,0.57,0.69,0.48,0.39,0.67,0.4
jython.csv,0.7,1.0,0.86,0.87,0.69,0.65,0.85,0.0,1.0
ninject.csv,0.17,0.23,0.09,0.17,0.49,0.37,0.15,0.28,0.8
ondex.csv,0.34,0.5,0.82,0.3,0.2,0.31,0.52,0.26,0.4
opentibia.csv,0.82,0.43,0.5,0.07,0.34,0.43,0.3,0.56,0.4
power-architect.csv,1.0,1.0,1.0,1.0,1.0,0.76,0.73,0.72,0.6
unbvision.csv,0.41,0.2,0.82,0.83,0.69,0.59,0.91,0.31,0.8
x-ray-mule.csv,0.63,0.77,0.18,0.87,0.46,0.59,0.61,0.37,0.6
