,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.76,0.61,0.56,0.29,0.69,0.48,0.53,0.5,0.46,0.33,0.33,0.38,0.43,0.44,0.37
autowikibrowser.csv,0.41,0.34,0.42,0.31,0.33,0.37,0.43,0.41,0.45,0.31,0.35,0.44,0.39,0.31,0.3
blue-c.csv,0.67,0.45,0.5,0.36,0.64,0.5,0.49,0.5,0.53,0.41,0.39,0.41,0.49,0.57,0.55
dynalloy.csv,0.62,0.44,0.63,0.51,0.67,0.54,0.54,0.67,0.57,0.63,0.39,0.36,0.49,0.77,0.56
hydrogen.csv,0.43,0.37,0.39,0.3,0.43,0.42,0.44,0.42,0.53,0.39,0.5,0.35,0.38,0.42,0.34
jcae.csv,0.67,0.36,0.9,0.58,0.62,0.49,0.93,0.44,0.59,0.82,0.67,0.83,0.49,0.34,0.73
lphant.csv,0.45,0.39,0.36,0.3,0.34,0.4,0.41,0.38,0.46,0.32,0.47,0.38,0.4,0.33,0.48
nosleepsoftware.csv,0.93,0.92,0.8,0.92,0.59,0.99,0.8,0.0,0.0,0.92,0.0,0.5,0.92,0.76,0.87
qgo.csv,0.39,0.45,0.35,0.28,0.33,0.39,0.41,0.33,0.42,0.31,0.33,0.33,0.34,0.34,0.32
quickfast.csv,0.41,0.4,0.48,0.3,0.49,0.5,0.63,0.43,0.5,0.52,0.54,0.35,0.39,0.42,0.35
rhex.csv,0.52,0.36,0.88,0.6,0.45,0.57,0.89,0.67,0.62,0.48,0.86,0.0,0.94,0.44,0.48
rocrail.csv,0.47,0.38,0.42,0.32,0.38,0.44,0.41,0.39,0.46,0.33,0.44,0.38,0.41,0.39,0.57
virtuoso.csv,0.42,0.36,0.39,0.3,0.43,0.45,0.47,0.42,0.52,0.62,0.64,0.37,0.41,0.43,0.79
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0
yield.csv,0.4,0.36,0.4,0.3,0.35,0.43,0.45,0.35,0.5,0.31,0.34,0.34,0.35,0.33,0.33
