,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.39,0.42,0.43,0.47,0.41,0.65,0.53,0.48,0.49,0.43,0.35,0.89,0.34,0.29,0.33,0.31,0.39,0.35,0.57,0.38
cornerstone.csv,0.47,0.86,0.98,0.76,0.58,0.61,0.88,0.88,0.83,0.0,0.4,0.47,0.65,0.57,0.83,0.32,0.52,0.47,0.89,0.88
emeraldemu.csv,0.48,0.51,0.46,0.51,0.6,0.96,0.73,0.54,0.84,0.53,0.43,0.67,0.85,0.0,0.49,0.67,0.5,0.0,0.92,0.62
grafx2.csv,0.36,0.43,0.48,0.59,0.53,0.62,0.48,0.49,0.5,0.45,0.36,0.41,0.4,0.33,0.34,0.33,0.41,0.4,0.7,0.45
jahshakafx.csv,0.34,0.42,0.4,0.39,0.41,0.64,0.5,0.41,0.44,0.45,0.37,0.86,0.36,0.42,0.34,0.31,0.36,0.33,0.42,0.39
kindb.csv,0.33,0.46,0.42,0.42,0.35,0.4,0.29,0.37,0.35,0.44,0.37,0.59,0.31,0.53,0.37,0.29,0.34,0.75,0.39,0.38
maya-work-in-progress.csv,0.45,0.44,0.4,0.5,0.41,0.43,0.3,0.35,0.4,0.48,0.31,0.38,0.34,0.48,0.37,0.38,0.36,0.4,0.44,0.42
netatalk.csv,0.4,0.46,0.43,0.52,0.52,0.47,0.38,0.38,0.39,0.49,0.41,0.68,0.34,0.45,0.37,0.41,0.38,0.5,0.44,0.48
novembre.csv,0.42,0.49,0.63,0.73,0.73,0.65,0.59,0.48,0.43,0.59,0.46,0.94,0.83,0.53,0.42,0.85,0.41,0.69,0.57,0.48
ns-3.csv,0.47,0.43,0.67,0.61,0.5,0.44,0.35,0.47,0.51,0.57,0.48,0.41,0.35,0.56,0.53,0.44,0.37,0.43,0.46,0.48
nullc.csv,0.43,0.48,0.4,0.53,0.52,0.54,0.47,0.49,0.51,0.75,0.47,0.7,0.43,0.4,0.48,0.44,0.4,0.56,0.58,0.58
open-beos.csv,0.37,0.39,0.48,0.51,0.46,0.49,0.4,0.37,0.49,0.59,0.52,0.38,0.38,0.5,0.38,0.42,0.35,0.4,0.42,0.42
pixel-commandos.csv,0.86,0.64,0.98,0.73,0.89,0.97,0.89,0.98,0.97,0.75,0.9,0.67,0.96,0.65,0.6,0.77,0.7,0.8,0.9,0.83
planeshift.csv,0.49,0.45,0.4,0.53,0.57,0.46,0.41,0.38,0.4,0.49,0.45,0.38,0.36,0.34,0.41,0.41,0.36,0.4,0.48,0.44
plee-the-bear.csv,0.36,0.58,0.52,0.8,0.47,0.43,0.38,0.37,0.39,0.48,0.37,0.42,0.38,0.5,0.41,0.47,0.41,0.37,0.36,0.47
reaper-ecad.csv,0.51,0.79,0.88,0.6,0.6,0.86,0.5,0.82,0.97,0.5,0.84,0.0,0.62,0.0,0.62,0.88,0.49,0.5,0.5,0.88
sbml.csv,0.4,0.39,0.43,0.48,0.4,0.41,0.33,0.34,0.39,0.48,0.32,0.38,0.32,0.44,0.36,0.44,0.35,0.41,0.38,0.42
unimrcp.csv,0.48,0.47,0.51,0.57,0.42,0.47,0.33,0.59,0.63,0.55,0.36,0.41,0.38,0.4,0.5,0.29,0.37,0.5,0.65,0.54
unladen-swallow.csv,0.97,0.58,0.67,0.89,0.78,0.53,0.38,0.53,0.53,0.57,0.7,0.42,0.56,0.43,0.89,0.42,0.49,0.38,0.49,0.9
xmoto.csv,0.41,0.51,0.58,0.88,0.47,0.46,0.45,0.53,0.49,0.62,0.46,0.65,0.51,0.42,0.38,0.35,0.4,0.42,0.4,0.47
