,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.98,0.8,1.02,0.64,0.77,0.8,0.71
elvishrayrenderer.csv,0.57,0.8,0.36,0.92,0.83,0.61,0.32
graphmak.csv,0.32,0.79,0.84,0.89,0.77,0.84,0.97
hazelcast.csv,0.85,0.7,0.05,0.67,0.75,0.68,0.67
jrdf.csv,0.9,0.77,0.64,0.98,1.02,0.26,0.8
pdfedit.csv,0.78,0.39,0.94,0.82,0.61,0.74,0.57
tart.csv,0.65,0.54,0.53,0.8,0.24,0.86,0.67
