,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.16,0.79,0.78,0.64,0.6,0.53,0.76
elvishrayrenderer.csv,0.92,0.79,0.8,0.09,0.6,0.67,0.76
graphmak.csv,0.76,0.74,0.42,0.78,0.8,0.33,0.62
hazelcast.csv,0.92,0.6,0.95,0.6,0.6,0.93,0.5
jrdf.csv,0.2,0.28,0.36,0.02,0.0,0.8,0.21
pdfedit.csv,0.48,0.79,0.73,0.22,0.8,0.6,0.65
tart.csv,0.52,0.63,0.56,0.69,1.0,0.67,0.5
