,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.52,0.75,0.38,0.7,0.43,0.56
chaperon.csv,0.77,0.8,0.66,0.88,0.64,0.57
mule.csv,0.4,0.5,0.89,0.64,0.4,0.48
nunit.csv,0.5,0.51,0.48,0.53,0.61,0.6
springside.csv,0.36,0.48,0.39,0.39,0.41,0.57
swtfox.csv,0.75,0.56,0.77,0.7,0.93,0.52
