,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.37,0.02,0.38,0.25,0.88,0.4
chaperon.csv,0.34,0.31,0.35,1.0,0.39,0.52
mule.csv,0.71,0.02,0.22,0.25,0.45,0.65
nunit.csv,0.42,0.65,0.25,0.5,0.3,0.7
springside.csv,0.7,0.8,0.4,0.75,0.52,0.68
swtfox.csv,0.32,0.8,0.62,0.75,0.21,0.55
