,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.86,0.73,0.47,0.69,0.04,0.03,0.17,0.22,0.75,0.27,0.87,0.78
baadengine.csv,0.92,0.66,0.36,0.65,0.04,0.05,0.18,0.29,0.4,0.34,0.9,0.65
chaosrts.csv,0.81,0.62,0.43,0.74,0.04,0.05,0.29,0.26,0.51,0.34,0.98,0.67
chaperon.csv,0.85,0.67,0.38,0.69,0.0,0.57,0.22,0.18,0.32,0.22,0.85,0.76
empyrean.csv,0.0,0.82,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.68,0.65,0.41,0.71,0.03,0.11,0.23,0.38,0.38,0.36,0.83,0.77
jaxlib.csv,0.84,0.64,0.0,0.5,0.4,0.05,0.17,0.15,0.48,0.2,0.91,0.73
joustsim.csv,0.8,0.66,0.39,0.65,0.11,0.11,0.16,0.47,0.4,0.27,0.97,0.68
loki-lib.csv,0.95,0.72,0.27,0.7,0.03,0.06,0.19,0.16,0.59,0.25,0.94,0.65
owlapi.csv,0.75,0.64,0.3,0.65,0.0,0.0,0.38,0.45,0.35,0.25,0.87,0.81
pamguard.csv,0.83,0.68,0.31,0.77,0.0,0.08,0.14,0.06,0.45,0.17,0.88,0.58
poormans.csv,0.71,0.65,0.32,0.64,0.04,0.0,0.25,0.21,1.0,0.5,0.87,0.65
