,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.33,0.6,0.54,0.7,0.08,0.06,0.22,0.35,0.18,0.39,0.7,0.7
baadengine.csv,0.82,0.76,0.51,0.78,0.08,0.09,0.3,0.45,0.57,0.5,0.86,0.79
chaosrts.csv,0.78,0.55,0.44,0.59,0.07,0.08,0.34,0.4,0.56,0.36,0.86,0.8
chaperon.csv,0.55,0.31,0.43,0.65,0.0,0.73,0.3,0.18,0.33,0.32,0.27,0.52
empyrean.csv,0.0,0.76,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.38,0.26,0.54,0.52,0.05,0.18,0.36,0.42,0.36,0.49,0.3,0.75
jaxlib.csv,0.43,0.44,0.0,0.23,0.57,0.1,0.17,0.26,0.42,0.22,0.87,0.36
joustsim.csv,0.42,0.69,0.54,0.37,0.2,0.17,0.25,0.6,0.54,0.41,0.33,0.62
loki-lib.csv,0.61,0.63,0.27,0.35,0.06,0.1,0.25,0.27,0.63,0.36,0.83,0.69
owlapi.csv,0.85,0.51,0.19,0.58,0.0,0.0,0.51,0.45,0.26,0.36,0.69,0.63
pamguard.csv,0.7,0.61,0.33,0.77,0.0,0.13,0.22,0.1,0.37,0.27,0.91,0.49
poormans.csv,0.68,0.4,0.38,0.63,0.08,0.0,0.34,0.24,0.07,0.58,0.54,0.79
