,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.8,0.6,0.5,0.64,0.68,0.95,0.74,0.55,0.9,0.6,0.76,0.48
baadengine.csv,0.33,0.87,0.79,0.94,0.96,0.84,0.77,0.45,0.96,0.52,0.66,0.95
chaosrts.csv,0.6,0.75,0.61,0.59,0.72,0.86,0.63,0.45,0.53,0.65,0.26,0.84
chaperon.csv,0.63,0.82,0.63,0.64,1.08,0.06,0.63,0.83,0.8,0.68,0.87,0.64
empyrean.csv,1.0,0.41,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,1.0
hydrate.csv,0.82,0.86,0.57,0.67,0.94,0.6,0.57,0.56,0.74,0.43,0.86,0.46
jaxlib.csv,0.73,0.75,1.0,0.89,0.06,0.88,0.85,0.85,0.67,0.8,0.6,0.77
joustsim.csv,0.75,0.72,0.67,0.78,0.33,0.61,0.72,0.25,0.84,0.63,0.8,0.64
loki-lib.csv,0.55,0.59,0.81,0.78,0.77,0.81,0.7,0.87,0.43,0.62,0.41,0.74
owlapi.csv,1.0,0.72,0.88,0.7,1.18,1.07,0.32,0.55,0.83,0.62,0.76,0.53
pamguard.csv,0.55,0.65,0.75,0.48,1.16,0.71,0.79,1.06,0.73,0.88,0.9,0.78
poormans.csv,0.9,0.77,0.71,0.74,1.0,1.01,0.56,0.75,0.97,0.37,0.74,0.95
