,recall,precision,pf,wins
brlcad.csv,0.22,0.67,0.2,8
delphilhlplib.csv,0.53,0.75,0.29,17
exordium.csv,0.57,0.72,0.31,15
fltk.csv,0.58,0.69,0.29,14
genoviz.csv,0.12,0.88,0.04,18
gzigzag.csv,0.32,0.71,0.15,13
irrlicht.csv,1.0,0.55,1.0,1
kmess.csv,0.45,0.57,0.32,6
moast.csv,0.38,0.52,0.46,2
mptvseries.csv,0.44,0.72,0.2,16
nativeclient.csv,0.7,0.64,0.49,10
openfrag.csv,0.66,0.66,0.55,7
phet.csv,0.37,0.29,0.59,0
qdvdauthor.csv,0.72,0.58,0.61,4
qse.csv,0.42,0.64,0.31,9
sauerbraten.csv,0.96,0.56,0.91,3
toped.csv,0.79,0.59,0.67,5
truevision.csv,0.51,0.67,0.33,11
zoolib.csv,0.47,0.74,0.31,12
