,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,6.0,5.0,51.0,1.0,15.0,4.0,9.0,7.0,8.0,2.0,6.0,4.0
gamestone.csv,0.0,3.0,21.0,2.0,1.0,1.0,12.0,1.0,1.0,0.0,6.0,13.0
geochat.csv,2.0,0.0,6.0,2.0,42.0,3.0,18.0,2.0,4.0,34.0,14.0,0.0
igarden.csv,7.0,0.0,20.0,3.0,2.0,1.0,11.0,3.0,0.0,1.0,3.0,2.0
ingex.csv,3.0,0.0,8.0,5.0,2.0,0.0,0.0,8.0,2.0,8.0,10.0,2.0
lphant.csv,3.0,0.0,22.0,2.0,0.0,0.0,2.0,1.0,1.0,6.0,6.0,5.0
nabu-library.csv,12.0,0.0,15.0,15.0,0.0,1.0,70.0,0.0,85.0,2.0,9.0,3.0
nebuladevice.csv,0.0,102.0,155.0,5.0,2.0,2.0,17.0,4.0,0.0,2.0,10.0,127.0
owlapi.csv,59.0,2.0,6.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,4.0,11.0
pi-qmc.csv,6.0,2.0,23.0,0.0,0.0,4.0,13.0,0.0,1.0,0.0,9.0,10.0
trinitycore.csv,3.0,1.0,4.0,4.0,1.0,0.0,6.0,1.0,1.0,77.0,5.0,8.0
twostep.csv,14.0,2.0,47.0,8.0,3.0,4.0,0.0,0.0,1.0,0.0,14.0,11.0
