,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,350.0,93.5,270.0,447.5,95.5,97.5,96.5,176.0,98.5,98.5,99.0
etherboot.csv,703.0,0.0,492.0,275.5,0.0,98.5,89.5,97.5,0.0,0.0,0.0
ffigo.csv,52.5,184.0,192.5,751.0,95.5,98.5,96.5,95.5,97.5,99.0,545.0
gebr.csv,703.0,579.5,492.0,560.0,196.0,98.5,197.0,296.5,99.0,297.0,198.0
gpac.csv,693.0,291.0,304.5,377.0,97.5,96.5,191.0,98.5,99.0,297.0,198.0
libtorrent.csv,784.5,189.0,294.0,651.5,196.0,98.5,97.5,97.5,97.5,198.0,99.0
miranda.csv,86.0,79.5,195.0,270.5,158.0,0.0,195.0,91.5,99.0,98.5,198.0
modellus.csv,764.5,183.0,710.0,365.0,95.5,98.5,93.5,97.5,97.5,297.0,99.0
mplayer-ce.csv,523.0,481.0,294.0,848.5,95.5,98.5,196.0,296.5,98.5,98.5,99.0
nicepress.csv,703.0,93.5,96.5,658.5,196.0,98.5,93.5,98.5,98.5,297.0,296.5
vapor.csv,784.5,93.5,492.0,849.5,0.0,98.5,93.5,296.5,98.5,0.0,0.0
