,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.15,0.58,0.48,0.82,0.38,0.63,0.56
amateur-scrolls.csv,0.11,0.85,0.41,1.0,0.54,0.0,0.64
arcallians.csv,0.18,0.73,0.41,0.9,0.35,0.73,0.57
gebr.csv,0.13,0.53,0.28,0.93,0.31,0.57,0.57
jfreereport.csv,0.27,0.82,0.5,1.0,0.48,0.93,0.9
kml.csv,0.13,0.52,0.27,0.98,0.33,0.77,0.58
multitude.csv,0.16,0.8,0.31,0.72,0.4,0.5,0.75
