,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.58,1.0,0.09,0.42,0.0,0.59,0.57,0.51,0.45,0.17,0.4,0.57,0.56,0.51,0.64,0.47,0.56,0.52,0.55
boost-sandbox.csv,0.57,0.0,0.67,0.51,0.4,0.25,0.0,0.96,0.41,0.47,0.46,0.04,0.31,0.47,0.35,0.0,0.31,0.28,0.31
dspace-gsoc.csv,0.53,0.09,0.38,0.26,0.18,0.25,0.11,0.22,0.26,0.69,0.37,0.27,0.36,0.0,1.0,0.5,0.27,0.29,0.21
enlightenment.csv,0.61,0.6,0.35,0.7,0.64,0.55,0.97,0.43,0.52,0.38,0.59,0.44,0.62,0.0,0.58,0.56,0.46,0.73,0.69
fceugc.csv,0.54,0.18,0.38,0.4,0.48,0.37,0.39,0.15,0.34,0.33,0.96,0.6,0.27,0.13,0.2,0.22,0.35,0.55,0.51
gnukeda.csv,0.67,0.63,0.83,0.66,0.71,0.99,0.56,0.58,0.38,0.57,0.63,0.68,0.56,0.58,0.54,0.69,0.53,0.63,0.72
jaolt.csv,0.54,0.43,0.86,0.6,0.6,0.42,0.4,0.24,0.51,0.59,0.59,0.63,0.98,0.13,0.34,0.59,0.61,0.76,0.54
knowledge.csv,0.4,0.48,0.49,0.09,1.0,0.7,0.5,0.13,0.0,0.41,0.46,0.52,0.0,0.05,0.0,0.3,0.65,0.33,0.5
kowari.csv,0.25,0.2,0.71,0.33,0.45,0.33,0.26,0.16,0.19,0.88,0.28,0.68,0.21,0.26,0.04,0.15,0.22,0.0,0.52
lufa-lib.csv,0.4,0.26,0.56,0.33,0.4,0.42,0.41,0.4,0.17,0.33,0.37,0.67,0.32,0.75,0.23,0.98,0.51,0.65,0.53
maidsafe-dht.csv,1.0,0.0,0.7,0.22,0.27,0.3,0.31,0.2,0.23,0.59,0.17,0.27,0.26,0.0,0.1,0.13,0.42,0.29,0.34
pixel-commandos.csv,0.33,0.28,0.0,0.23,0.22,0.12,0.12,0.12,0.17,0.47,0.28,0.27,0.15,0.0,0.04,0.1,0.18,1.0,0.35
playerstage.csv,0.33,0.41,0.75,1.0,0.61,0.27,0.56,0.51,0.51,0.33,0.48,0.31,0.36,0.36,0.37,0.44,0.44,0.7,0.54
proftp.csv,0.41,0.49,0.37,0.32,0.24,0.18,0.29,0.34,0.28,0.69,0.22,0.98,0.38,0.26,0.26,0.19,0.35,0.29,0.31
tcvp.csv,0.0,0.12,0.0,0.04,0.1,0.1,0.15,0.1,0.36,0.0,0.17,0.04,0.09,1.0,0.04,0.09,0.05,0.29,0.15
theresa.csv,0.09,0.0,1.0,0.06,0.06,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.29,0.11
uwom.csv,0.68,0.13,0.0,0.41,0.63,0.31,0.45,0.27,0.46,0.6,0.68,0.47,0.66,0.36,0.26,0.21,0.38,0.67,0.93
xapian.csv,0.65,0.32,0.91,0.62,0.58,0.48,0.4,0.39,0.28,0.53,0.5,0.65,0.42,0.46,0.22,0.47,0.88,0.73,0.64
yaprm.csv,0.4,0.31,0.95,0.37,0.32,0.29,0.28,0.45,0.93,0.45,0.48,0.56,0.4,0.26,0.33,0.06,0.55,0.96,0.5
