,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.22,0.19,0.38,0.52,0.97,0.89
encog-java.csv,0.92,0.14,0.55,0.13,0.37,0.15
h2database.csv,0.3,0.92,0.33,0.12,0.04,0.15
jaql.csv,0.33,0.31,0.41,0.97,0.54,0.65
raven-monitoring.csv,0.18,0.23,0.96,0.4,0.41,0.71
v8.csv,0.27,0.24,0.52,0.58,0.59,1.0
