,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.93,0.53,0.46,0.62,0.94,0.84
encog-java.csv,0.89,0.09,0.77,0.07,0.35,0.08
h2database.csv,0.93,0.85,0.23,0.07,0.02,0.08
jaql.csv,0.77,0.55,0.4,0.99,0.78,0.49
raven-monitoring.csv,0.2,0.57,0.91,0.5,0.53,0.56
v8.csv,0.66,0.49,0.49,0.57,0.98,1.0
