,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.92,0.98,0.33,0.98,1.0,1.0,0.18,1.0,0.91,1.0,1.0,1.0
e-bio-flow.csv,0.39,0.38,1.0,0.11,0.51,0.0,0.27,0.5,0.28,0.38,0.34,0.52
freedom-erp.csv,0.29,0.03,0.17,0.0,0.99,0.0,0.0,0.0,0.13,0.0,0.02,0.02
jbasic.csv,0.22,0.31,0.23,0.95,0.51,0.4,0.36,0.62,0.31,0.25,0.41,0.35
jgossipforum.csv,0.0,0.0,0.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.05
joustsim.csv,0.03,0.33,0.37,0.21,0.0,0.4,1.0,0.38,0.22,0.38,0.28,0.25
jsidplay2.csv,1.0,0.61,0.67,0.65,0.71,0.6,0.82,0.38,0.81,0.5,0.68,0.5
madman.csv,0.0,0.02,0.1,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02
mule.csv,0.41,0.97,0.33,0.22,0.39,0.6,0.45,0.88,0.3,0.38,0.42,0.32
nunit.csv,0.2,0.34,0.33,0.14,0.11,0.2,0.18,0.12,0.11,0.12,0.29,0.98
power-architect.csv,0.8,0.77,0.77,0.79,0.81,0.8,0.91,0.75,0.98,1.0,0.74,0.9
reaper3d.csv,0.27,0.21,0.2,0.38,0.0,0.4,0.27,0.0,0.13,0.88,0.28,0.45
