,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.35,0.27,0.37,0.0,0.51,0.0,0.21,0.36,0.55,0.05,0.99,0.27
e-bio-flow.csv,0.43,0.42,1.0,0.13,0.52,0.0,0.31,0.54,0.32,0.42,0.37,0.54
freedom-erp.csv,0.34,0.04,0.2,0.0,0.99,0.0,0.0,0.0,0.16,0.0,0.02,0.02
jbasic.csv,0.26,0.35,0.26,0.96,0.53,0.45,0.4,0.65,0.35,0.29,0.45,0.4
jgossipforum.csv,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.06
joustsim.csv,0.04,0.37,0.42,0.25,0.0,0.45,1.0,0.42,0.26,0.42,0.32,0.29
jsidplay2.csv,1.0,0.58,0.64,0.54,0.63,0.56,0.7,0.4,0.41,0.53,0.62,0.46
madman.csv,0.0,0.02,0.12,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02
mule.csv,0.45,0.98,0.36,0.26,0.43,0.64,0.48,0.81,0.34,0.42,0.46,0.36
nunit.csv,0.23,0.38,0.37,0.17,0.13,0.24,0.21,0.14,0.13,0.15,0.33,0.98
power-architect.csv,0.43,0.61,0.65,0.51,0.61,0.47,0.6,0.48,0.97,0.41,0.66,0.37
reaper3d.csv,0.3,0.24,0.24,0.41,0.0,0.43,0.29,0.0,0.16,0.9,0.32,0.46
