,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.89,0.55,0.69,0.43,0.86,0.45,0.55,0.47,0.62,0.55,0.41,0.67,0.92,0.69,0.54,0.28
chipster.csv,0.0,0.69,0.43,0.6,0.79,0.4,0.46,0.56,0.34,0.8,0.53,0.86,0.96,0.89,0.38,0.61
delphilhlplib.csv,0.68,0.56,0.49,0.4,0.96,0.35,0.9,0.56,0.72,0.5,0.5,0.51,0.65,0.63,0.48,0.7
emite.csv,0.88,0.51,0.51,0.44,0.9,0.86,0.77,0.84,0.71,0.42,0.53,0.49,0.86,0.73,0.61,0.88
hydrate.csv,0.89,0.48,0.69,0.55,0.58,0.52,0.6,0.55,0.35,0.53,0.45,0.47,0.93,0.52,0.42,0.32
ivataopenportal.csv,0.46,0.41,0.37,0.4,0.53,0.33,0.32,0.39,0.35,0.36,0.44,0.36,0.62,0.39,0.42,0.28
jppf-project.csv,0.6,0.47,0.43,0.56,0.74,0.39,0.42,0.5,0.56,0.43,0.52,0.37,0.66,0.57,0.49,0.41
kolmafia.csv,0.32,0.42,0.33,0.39,0.43,0.31,0.32,0.38,0.38,0.31,0.44,0.37,0.43,0.41,0.31,0.28
l2j.csv,0.35,0.43,0.41,0.38,0.75,0.36,0.38,0.4,0.33,0.36,0.5,0.46,0.47,0.52,0.54,0.36
mb-unit.csv,0.64,0.46,0.37,0.44,0.4,0.38,0.4,0.4,0.37,0.54,0.44,0.92,0.57,0.67,0.39,0.31
opde.csv,0.67,0.43,0.42,0.4,0.41,0.56,0.42,0.45,0.36,0.48,0.48,0.56,0.5,0.52,0.35,0.29
pamguard.csv,0.39,0.49,0.44,0.39,0.58,0.46,0.53,0.51,0.74,0.34,0.46,0.52,0.77,0.57,0.55,0.33
quark.csv,0.75,0.99,0.86,0.88,0.0,0.0,0.0,0.83,0.75,0.58,0.75,0.73,0.95,0.85,0.75,0.86
stajistics.csv,0.51,0.47,0.37,0.39,0.41,0.32,0.34,0.38,0.35,0.48,0.4,0.75,0.43,0.41,0.37,0.28
tigermud.csv,0.95,0.59,0.69,0.61,0.43,0.9,0.45,0.65,0.44,0.67,0.55,0.51,0.8,0.47,0.38,0.38
