,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.75,0.51,0.6,0.5,0.63,0.55,0.7,0.85,0.65,0.63,0.62,0.52,0.65,0.71,0.61
amateur-scrolls.csv,0.42,0.09,0.3,0.39,0.63,0.18,0.43,0.49,0.1,0.12,0.0,0.54,0.01,0.7,0.13
arianne.csv,0.26,0.21,0.55,0.0,0.58,0.71,0.56,0.0,0.0,0.13,0.24,0.37,0.0,0.17,0.3
bl-toolkit.csv,0.41,0.36,0.21,0.52,0.35,0.55,0.36,0.51,0.73,0.5,0.24,0.67,0.09,0.48,0.43
doomlegacy.csv,0.34,0.53,0.58,0.6,0.7,0.47,0.72,0.0,0.19,0.48,0.64,0.51,0.07,0.75,0.67
enlightenment.csv,0.0,0.0,0.38,0.0,0.17,0.09,0.0,0.0,0.0,0.0,0.66,0.0,0.32,0.0,0.0
fritzing.csv,0.39,0.59,0.71,0.49,0.75,0.41,0.59,0.84,0.57,0.49,0.59,0.71,0.38,0.34,0.22
gnukeda.csv,0.79,0.53,0.52,0.46,0.0,0.66,0.42,0.71,0.34,0.73,0.48,0.73,0.56,0.56,0.0
jlinalg.csv,0.83,0.39,0.4,0.59,0.4,0.59,0.57,0.49,0.39,0.58,0.53,0.7,0.55,0.62,0.29
knowledge.csv,0.81,0.55,0.69,0.63,0.67,0.58,0.48,0.88,0.63,0.7,0.6,0.61,0.63,0.56,0.57
massiv.csv,0.17,0.02,0.35,0.07,0.4,0.11,0.0,0.0,0.07,0.1,0.0,0.99,0.0,0.63,0.0
playerstage.csv,0.59,0.49,0.71,0.54,0.73,0.38,0.73,0.73,0.43,0.58,0.65,0.53,0.41,0.66,0.33
psycle.csv,0.65,0.68,0.53,0.6,0.72,0.68,0.42,0.83,0.64,0.66,0.54,0.62,0.64,0.75,0.71
superwaba.csv,0.26,0.45,0.76,0.66,0.51,0.39,0.45,0.56,0.5,0.52,0.28,0.71,0.58,0.68,0.68
wxcrp.csv,0.27,0.43,0.45,0.6,0.47,0.36,0.5,0.54,0.2,0.49,0.6,0.28,0.52,0.27,0.5
