,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.29,0.6,0.74,0.67,0.55,0.61,0.6,0.18,0.48,0.5,0.58,0.63,0.55,0.58,0.61
amateur-scrolls.csv,0.88,0.93,0.74,0.68,0.63,0.86,0.63,0.58,0.92,0.9,1.0,0.52,0.99,0.43,0.89
arianne.csv,0.95,0.95,0.78,1.0,0.74,0.4,0.78,1.0,1.0,0.97,0.94,0.91,1.0,0.96,0.93
bl-toolkit.csv,0.66,0.88,0.84,0.79,0.8,0.76,0.78,0.75,0.36,0.67,0.95,0.6,0.98,0.83,0.83
doomlegacy.csv,0.97,0.55,0.75,0.74,0.6,0.71,0.44,1.0,0.84,0.67,0.67,0.67,0.95,0.46,0.59
enlightenment.csv,1.0,1.0,0.7,1.0,0.96,0.98,1.0,1.0,1.0,1.0,0.48,1.0,0.92,1.0,1.0
fritzing.csv,0.9,0.5,0.5,0.62,0.37,0.66,0.53,0.25,0.74,0.62,0.52,0.48,0.71,0.73,0.83
gnukeda.csv,0.26,0.58,0.81,0.85,1.0,0.62,0.87,0.34,0.77,0.38,0.62,0.65,0.59,0.78,1.0
jlinalg.csv,0.23,0.7,0.73,0.7,0.89,0.66,0.73,0.58,0.68,0.5,0.69,0.68,0.65,0.72,0.94
knowledge.csv,0.25,0.59,0.65,0.63,0.63,0.55,0.83,0.15,0.7,0.47,0.63,0.69,0.73,0.69,0.76
massiv.csv,0.86,0.98,0.7,0.94,0.67,0.92,1.0,1.0,0.94,0.92,1.0,0.03,1.0,0.47,1.0
playerstage.csv,0.47,0.59,0.47,0.67,0.58,0.71,0.36,0.46,0.63,0.51,0.53,0.59,0.67,0.45,0.72
psycle.csv,0.44,0.46,0.81,0.73,0.57,0.58,0.87,0.41,0.51,0.53,0.79,0.69,0.67,0.59,0.57
superwaba.csv,0.79,0.62,0.35,0.56,0.58,0.74,0.63,0.52,0.59,0.65,0.77,0.5,0.71,0.7,0.56
wxcrp.csv,0.93,0.87,0.86,0.5,0.85,0.91,0.83,0.8,0.96,0.83,0.65,0.95,0.81,0.94,0.82
