,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.56,0.97,0.76,0.43
emftriple.csv,0.89,0.11,0.97,0.76
fluent-nhibernate.csv,0.49,1.06,0.19,0.6
gpsmid.csv,0.31,0.8,0.28,0.52
