,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.0,0.39,0.85,0.64,0.36,0.88,0.33,0.47,0.26,0.14
freedom-erp.csv,0.0,0.31,0.77,0.06,0.23,0.71,0.73,0.0,0.0,0.0
jahshaka.csv,0.87,0.8,0.44,0.36,0.61,0.34,0.47,0.7,0.23,0.14
jmoney.csv,0.0,0.65,0.81,0.49,0.4,0.56,0.48,0.0,0.57,0.62
reaper3d.csv,0.0,0.41,0.63,0.4,0.15,0.11,0.51,0.0,0.43,0.74
sblim.csv,0.88,0.3,0.46,0.85,0.18,0.23,0.37,0.0,0.52,0.29
swtfox.csv,0.93,0.48,0.21,0.0,0.6,0.23,0.4,0.74,0.59,0.38
tart.csv,0.0,0.21,0.54,0.73,0.58,0.3,0.0,0.0,0.95,0.53
