,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.25,0.52,0.08,1.0,0.42,0.0,0.67,0.72,0.29,0.76,0.61,0.5,0.0,0.25,0.63
atlc.csv,0.35,0.83,0.06,0.31,0.43,0.12,0.6,0.5,0.43,1.0,0.46,0.62,0.2,0.23,0.08
bwapi.csv,0.23,0.57,0.06,0.27,0.5,0.13,0.57,0.69,0.18,0.92,0.51,0.53,0.2,0.22,0.18
cubefs.csv,0.22,0.59,0.06,0.27,0.49,0.13,0.59,0.81,0.17,0.53,0.66,0.52,0.33,0.25,0.27
freewrl.csv,0.18,0.58,0.08,0.35,0.52,0.12,0.61,0.69,0.32,0.77,0.56,0.69,0.18,0.25,0.28
iaml.csv,0.12,0.76,0.0,0.0,0.53,0.13,0.74,0.75,0.17,1.0,0.8,0.5,0.2,0.18,0.29
jrdf.csv,0.27,0.58,0.08,0.27,0.5,0.13,0.56,0.86,0.19,0.75,0.29,0.5,0.48,0.2,0.05
kwave.csv,0.4,0.59,0.08,0.0,0.43,0.13,0.58,0.9,0.14,0.77,0.62,0.71,0.26,0.23,0.27
oscarmcmaster.csv,0.27,0.58,0.09,0.5,0.55,0.18,0.57,0.73,0.33,0.84,0.54,0.5,0.26,0.31,0.31
rtrt-on-gpu.csv,0.18,0.53,0.04,0.29,0.51,0.08,0.65,0.81,0.44,0.81,0.53,0.36,0.38,0.21,0.42
theresa.csv,0.25,0.79,0.21,0.0,0.64,0.13,0.49,0.8,0.27,0.67,0.83,0.59,0.38,0.25,0.57
thrust.csv,0.09,1.0,0.0,0.44,0.5,0.0,0.64,0.65,0.4,0.83,0.51,0.53,0.11,0.17,0.67
tktoolkit.csv,0.31,1.0,0.14,0.28,0.51,0.32,0.46,0.69,0.18,0.83,0.56,0.2,0.24,0.21,0.21
xstore.csv,0.4,0.59,0.15,0.0,0.5,0.12,0.51,0.76,0.11,0.56,0.78,1.0,0.17,0.26,0.33
yaprm.csv,0.25,0.0,0.14,0.26,0.69,0.18,0.67,0.6,0.23,0.75,0.67,0.51,0.16,0.17,0.0
