,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.22,0.46,0.37,0.07,0.44,0.0,0.57,0.55,0.54,0.13,0.66,0.18,0.0,0.54,0.91
atlc.csv,0.72,0.81,0.58,0.58,0.38,0.37,0.57,0.21,0.64,0.16,0.45,0.7,0.13,0.5,0.18
bwapi.csv,0.09,0.0,0.0,0.0,0.13,0.05,0.0,0.51,0.09,0.8,0.42,0.0,0.0,0.53,0.29
cubefs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.71,0.0,0.1,0.56,0.51,0.24,0.64,0.0
freewrl.csv,0.46,0.27,0.68,0.39,0.58,0.51,0.61,0.49,0.82,0.13,0.55,0.75,0.51,0.64,0.21
iaml.csv,0.07,0.5,0.0,0.0,0.26,0.42,0.67,0.1,0.12,0.04,0.3,0.34,0.31,0.46,0.07
jrdf.csv,0.29,0.0,0.64,0.52,0.13,0.13,0.5,0.51,0.36,0.02,0.11,0.05,0.8,0.49,0.04
kwave.csv,0.54,0.0,0.72,0.0,0.38,0.0,0.57,0.39,0.45,0.28,0.67,0.23,0.68,0.55,0.0
oscarmcmaster.csv,0.42,0.55,0.37,0.4,0.64,0.51,0.4,0.58,0.12,0.51,0.58,0.05,0.68,0.61,0.64
rtrt-on-gpu.csv,0.34,0.0,0.35,0.57,0.42,0.38,0.6,0.53,0.72,0.63,0.51,0.18,0.45,0.54,0.75
theresa.csv,0.29,0.31,0.95,0.0,0.47,0.56,0.25,0.3,0.34,0.13,0.46,0.41,0.38,0.44,0.54
thrust.csv,0.14,0.09,0.0,0.51,0.5,0.0,0.61,0.4,0.24,0.6,0.5,0.0,0.32,0.38,0.07
tktoolkit.csv,0.71,0.09,0.69,0.58,0.53,0.48,0.25,0.13,0.5,0.46,0.51,0.05,0.54,0.55,0.4
xstore.csv,0.43,0.13,0.91,0.0,0.26,0.29,0.31,0.33,0.23,0.18,0.69,0.05,0.31,0.6,0.67
yaprm.csv,0.42,0.0,0.69,0.33,0.69,0.47,0.52,0.41,0.34,0.09,0.26,0.0,0.43,0.44,0.0
