,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.49,0.94,0.83,0.55,0.46,0.39,0.36,0.44,0.14,0.25,0.62,0.29,0.67,0.67,0.0,0.56,0.23,0.32,0.17
bulmages.csv,0.75,1.0,0.0,0.52,0.41,0.27,0.33,0.75,0.2,0.25,0.97,0.28,1.0,0.67,0.0,0.39,0.54,0.25,0.12
forester-atv.csv,0.66,0.98,0.53,0.64,0.68,0.41,0.21,0.75,0.26,0.36,0.87,0.21,0.8,0.5,0.06,0.22,0.5,0.36,0.0
google-collections.csv,0.49,1.0,0.47,0.47,0.38,0.33,0.12,0.63,0.12,0.21,0.82,0.21,0.75,0.48,0.08,0.43,0.29,0.25,0.06
hannosset.csv,0.73,0.98,0.3,0.35,0.38,0.3,0.02,0.69,0.01,0.0,0.86,0.24,0.77,0.33,0.25,0.38,0.11,0.17,0.04
jbpm.csv,1.0,0.0,0.0,0.73,0.5,0.67,0.3,0.0,0.47,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.17
mevenide.csv,0.81,1.0,0.5,0.62,0.75,0.58,0.35,1.0,0.46,0.5,1.0,0.38,0.8,0.43,0.0,0.43,0.5,0.53,0.17
nassp.csv,0.78,1.0,1.0,0.58,0.67,0.5,0.3,0.64,0.12,0.58,0.96,0.33,0.76,0.4,0.09,0.38,0.33,0.4,0.0
open-media-library.csv,0.55,0.86,0.49,0.68,0.5,0.4,0.16,0.7,0.16,0.33,0.89,0.32,0.76,0.5,0.03,0.59,0.24,0.31,0.11
opendvr.csv,0.47,1.0,0.54,0.44,0.47,0.45,0.1,0.69,0.25,0.27,0.92,0.24,0.77,0.48,0.1,0.38,0.55,0.24,0.07
openefm.csv,0.57,1.0,0.53,0.59,0.24,0.56,0.16,0.6,0.13,0.32,0.9,0.25,0.89,0.53,0.08,0.46,0.31,0.26,0.03
oppna-program-hsatools.csv,0.77,0.98,0.48,0.58,0.41,0.36,0.12,0.55,0.16,0.22,0.98,0.26,0.67,0.45,0.19,0.48,0.37,0.25,0.02
paintown.csv,0.74,0.97,0.49,0.47,0.38,0.31,0.17,0.59,0.12,0.21,0.88,0.23,0.73,0.47,0.14,0.4,0.22,0.25,0.02
projectfactory.csv,0.54,0.94,0.54,0.62,0.52,0.4,0.21,0.63,0.19,0.35,0.88,0.25,0.79,0.56,0.06,0.54,0.26,0.3,0.09
smbopensoft.csv,0.4,0.97,0.78,0.47,0.45,0.32,0.08,0.68,0.13,0.19,0.66,0.15,0.75,0.59,0.09,0.33,0.28,1.0,0.07
st-filteredstatistics.csv,0.61,1.0,0.46,0.48,0.27,0.38,0.12,0.64,0.13,0.24,0.96,0.22,0.94,0.47,0.08,0.48,0.34,0.25,0.05
thedata.csv,0.55,0.97,0.49,0.52,0.51,0.27,0.1,0.64,0.07,0.26,0.79,0.27,0.74,0.5,0.08,0.55,0.29,0.17,0.5
trackit.csv,0.43,1.0,1.0,0.36,0.31,0.31,0.14,0.72,0.05,0.12,0.8,0.13,0.8,0.34,0.05,0.36,0.32,0.29,0.05
wxstudio.csv,0.49,1.0,0.56,0.38,0.27,0.57,0.11,0.5,0.25,0.0,0.84,0.25,0.83,0.4,0.15,0.69,0.29,0.2,0.06
