,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.56,0.78,0.7,1.01,0.67,0.74,0.68,0.51,0.95,0.72,0.36,0.63
blue-c.csv,0.75,0.77,0.62,1.14,0.58,0.64,0.46,0.28,0.88,0.58,0.54,0.62
cities3d.csv,0.75,0.81,0.84,0.69,0.89,0.97,0.4,0.54,0.64,0.98,0.76,0.97
dynalloy.csv,0.78,0.37,0.7,1.09,0.6,0.86,0.72,0.56,0.9,0.88,0.54,0.79
firebird.csv,0.54,0.77,0.55,0.98,0.51,0.4,0.42,0.6,0.43,0.55,0.81,0.51
hydrogen.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,1.0,1.0,1.0
nosleepsoftware.csv,0.74,0.96,0.83,0.34,0.93,1.0,0.93,0.97,1.0,0.93,1.0,0.95
openmalaria.csv,0.58,0.8,0.63,0.67,0.69,0.49,0.43,0.44,0.4,0.38,0.93,0.53
popeye-chess.csv,0.52,0.73,0.63,0.98,0.37,0.45,0.52,0.45,0.41,0.56,0.49,0.47
qgo.csv,0.17,0.81,0.82,0.67,0.54,0.54,0.86,0.57,0.41,0.64,0.82,0.73
xmoto.csv,0.94,0.69,0.63,0.69,0.46,0.42,0.64,0.5,0.45,0.43,0.8,0.42
yield.csv,0.74,0.92,0.63,0.67,0.34,0.44,1.0,0.45,0.49,0.67,0.81,0.52
