,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.83,0.87,0.8,0.79,0.63,0.23,0.0,1.02,0.85,0.87,0.48,0.96,0.86,0.55
cme.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.0
hydrate.csv,0.92,0.96,0.91,1.0,0.97,1.01,0.97,1.03,0.9,0.98,0.47,0.96,0.09,1.01
ivef-sdk.csv,0.61,0.48,0.73,0.65,0.72,0.0,0.98,1.0,0.77,0.77,1.0,1.09,0.97,0.65
jmri.csv,0.82,0.49,0.03,0.75,0.77,0.94,0.75,0.78,0.78,0.64,0.57,0.65,0.63,0.62
jython.csv,0.59,0.77,0.53,0.46,0.92,0.58,0.63,0.0,0.62,0.7,0.86,1.06,0.82,0.79
kdenlive.csv,0.01,0.61,0.68,0.89,0.78,1.03,0.92,1.0,0.49,0.71,0.66,0.61,0.69,0.63
opentibia.csv,0.67,0.08,0.84,0.96,0.85,0.79,0.39,1.04,0.8,0.86,0.78,0.71,0.68,0.48
projectfactory.csv,0.75,0.63,0.75,0.73,0.7,1.12,0.93,0.93,0.67,0.06,0.55,0.77,0.56,0.73
runuomondains.csv,0.82,0.93,0.78,0.98,0.94,0.7,1.0,0.6,0.9,0.9,0.12,0.89,0.7,1.06
somap.csv,1.0,1.0,0.99,0.95,0.96,1.0,0.94,1.0,1.0,0.98,1.0,0.01,1.0,1.04
taverna.csv,0.73,0.75,0.87,0.67,0.11,0.97,0.73,0.95,0.68,0.89,1.0,0.92,1.0,0.29
unbvision.csv,0.67,0.65,0.92,0.75,0.94,0.11,0.94,0.19,0.07,0.73,0.78,1.08,0.79,0.63
x-ray-mule.csv,0.75,0.86,0.77,0.07,0.76,0.94,0.88,0.6,0.93,0.77,1.01,0.89,0.76,0.7
