,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.73,0.08,0.25,0.68,0.93,0.54
aztec.csv,0.67,0.23,0.15,0.67,0.96,0.45
mplayer-ce.csv,0.54,0.09,0.28,0.58,0.89,0.58
qmmp.csv,0.51,0.08,0.21,0.76,0.87,0.45
synergyspace.csv,0.73,0.06,0.36,0.61,0.83,0.49
xtreemfs.csv,0.52,0.1,0.28,0.62,0.94,0.45
